,SquareFootage,NumBathrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,PreviousSalePrice
5008,1739.49,2.776479404,637.75,52.17,7.9,51.77,3.82,99.9,1.04,6.6,10.0,450220.1592
5009,1212.97,1.828237036,663.54,8.45,7.82,26.2,20.71,95.62,1.02,7.63,2.93,652068.429
5010,2137.72,1.698082102,274.36,11.07,8.32,0.39,10.32,88.29,0.05,5.42,6.07,635654.2167
5011,1233.62,3.619336259,318.84,9.99,8.52,7.77,4.66,82.77,1.23,7.97,8.69,784418.0475
5012,779.4,1.299746027,416.12,40.4,6.23,81.69,21.52,86.53,0.73,3.08,7.1,398492.6177
5013,550.0,1.945633121,241.56,24.63,5.47,75.28,16.22,95.57,1.73,4.58,2.93,249133.379
5014,1486.55,1.430571518,781.75,25.92,8.14,87.25,5.74,95.18,1.86,6.45,6.84,377296.2196
5015,662.53,2.159927669,26.01,46.56,7.5,8.74,19.9,99.9,0.61,7.49,6.55,181634.651
5016,1305.92,1.0,427.58,21.84,7.99,55.74,6.17,94.18,2.25,6.94,6.97,318225.4129
5017,897.36,1.574193979,178.94,32.59,7.02,44.53,9.15,96.04,2.18,6.56,3.96,222769.8443
5018,1505.34,3.019393022,584.56,47.24,7.67,44.81,10.4,93.79,1.48,3.99,7.22,272006.1005
5019,1383.05,2.302008888,554.52,50.06,10.0,11.15,4.94,90.29,0.79,7.16,4.43,590854.846
5020,550.0,1.558502501,1021.67,23.11,5.59,19.74,31.25,90.16,2.16,5.27,7.68,474318.7244
5021,837.79,3.709596935,745.25,31.19,3.91,57.67,27.11,91.7,1.12,5.06,5.37,310392.0043
5022,1218.44,1.702122157,600.08,19.22,6.85,52.46,36.65,96.75,1.91,6.52,4.8,415490.1067
5023,1639.62,2.437237309,3.19,8.8,6.85,30.37,20.95,97.57,0.97,4.34,8.96,444390.5746
5024,1008.63,1.0,371.12,20.61,1.37,5.77,25.71,93.61,1.52,2.93,7.93,228548.0198
5025,1569.6,1.480978978,162.21,7.71,8.69,11.62,27.94,91.87,1.36,3.38,3.87,446237.4785
5026,1190.2,1.671230273,670.03,29.32,5.74,59.45,5.15,87.59,2.44,6.68,6.24,296759.7975
5027,1252.22,1.061756463,138.55,11.34,9.57,25.29,13.2,99.9,1.72,7.35,9.43,389953.1122
5028,1168.86,2.429073895,288.52,37.34,5.84,15.84,19.61,95.18,1.3,6.55,6.3,167034.1941
5029,746.94,2.297286038,501.69,11.87,8.5,32.91,27.34,90.89,1.36,6.4,6.94,280558.0226
5030,1596.19,1.0,735.47,0.16,9.51,22.51,10.8,96.98,1.03,5.36,7.95,443263.0323
5031,1128.8,1.27278784,319.12,25.33,4.06,72.41,52.07,93.3,1.24,3.72,10.0,322022.7647
5032,550.0,1.049056045,871.99,46.46,2.92,60.87,36.57,99.9,1.31,3.63,9.09,268343.9975
5033,2229.45,3.008798315,889.08,50.44,10.0,53.9,6.3,99.9,1.88,8.34,7.11,787161.2284
5034,1009.7,2.48285994,770.03,32.11,7.14,62.35,17.08,92.1,0.83,8.12,0.31,436917.2906
5035,1314.1,2.685641435,1209.42,31.21,6.41,16.76,12.12,88.17,1.4,4.16,6.31,479006.0791
5036,662.93,3.797549296,989.58,3.64,8.04,17.44,28.81,96.54,1.14,6.81,10.0,280553.3259
5037,1307.78,2.598814392,755.8,5.95,10.0,1.72,14.04,93.84,1.24,9.4,10.0,328655.7388
5038,1786.01,3.381903578,29.69,45.67,10.0,25.17,22.74,98.06,1.04,7.69,10.0,615730.1135
5039,1125.23,2.879806468,276.16,38.18,8.43,82.42,16.28,95.88,1.67,4.91,7.94,340273.6214
5040,550.0,2.657590041,282.17,37.25,7.16,78.8,12.19,95.99,1.4,2.66,5.99,220434.9981
5041,944.74,2.211420114,21.02,62.6,7.16,115.25,18.31,84.5,0.98,7.26,10.0,370310.2825
5042,1167.52,1.940846155,414.24,38.18,4.66,30.2,36.04,99.68,1.28,7.1,10.0,442920.1756
5043,1581.99,2.288002864,971.33,12.2,6.56,73.96,11.8,99.9,1.28,7.6,3.75,588706.1492
5044,911.18,1.605692896,938.78,55.34,8.12,4.54,34.5,95.44,1.2,5.31,4.49,190092.345
5045,1706.41,2.132458556,695.72,33.02,8.45,33.9,20.86,97.16,0.61,6.99,6.52,461722.6922
5046,560.07,1.083233099,428.93,25.01,7.11,53.63,19.48,99.9,1.33,2.94,6.91,260452.629
5047,1477.74,1.0,110.94,52.85,8.19,46.9,2.29,89.91,1.65,5.8,3.08,445912.1067
5048,1472.52,3.94831851,416.25,44.74,5.96,80.42,26.52,91.75,2.11,7.2,8.86,375594.8275
5049,851.92,1.334219283,558.47,12.62,5.08,38.99,9.45,93.55,1.22,2.03,5.77,347963.9645
5050,1207.93,1.0,449.39,3.65,7.59,54.12,16.04,94.95,1.66,4.44,5.38,400353.0931
5051,1190.85,1.999828764,1137.73,30.75,7.22,111.7,22.38,90.98,0.13,5.55,6.87,262399.431
5052,1238.53,3.053706147,427.79,42.94,6.8,90.67,7.42,99.9,1.49,5.44,9.34,301336.8312
5053,1297.08,1.0,761.2,58.74,7.99,13.67,37.69,89.6,1.92,4.74,6.79,403094.2545
5054,613.39,1.070282307,1089.55,16.23,6.45,49.28,37.04,99.46,3.25,4.63,7.67,195907.0547
5055,550.0,1.0,797.71,37.65,6.53,32.96,32.42,92.23,1.15,2.93,7.04,262887.0514
5056,1967.39,3.296248552,297.81,23.46,6.33,23.54,4.72,99.9,1.31,7.57,5.53,584296.5703
5057,980.7,2.690343791,971.62,22.44,8.24,11.42,13.4,87.36,1.66,5.02,5.2,335832.274
5058,1558.28,1.580635708,1044.53,8.58,9.53,27.23,4.62,87.25,1.39,7.34,9.83,448783.5098
5059,2054.95,2.152937118,734.76,55.79,8.08,64.74,3.06,93.78,1.25,10.0,3.94,594943.5152
5060,1333.09,2.864549841,646.26,36.05,6.17,43.47,5.81,92.72,1.12,7.56,6.39,297765.8886
5061,2115.68,1.969607048,982.06,37.08,6.38,70.14,40.41,90.43,1.8,6.79,8.93,427282.1746
5062,834.25,2.487854227,103.32,30.12,6.22,50.16,23.91,89.28,1.42,7.4,4.89,338976.813
5063,1639.0,3.138884105,261.29,37.23,10.0,6.98,7.17,99.9,2.08,10.0,7.69,736854.4836
5064,1748.79,3.965920533,332.43,42.26,9.54,39.31,23.17,98.48,0.52,8.72,5.57,536730.7882
5065,2249.93,2.833854697,171.26,46.21,8.38,16.29,7.52,96.55,1.26,7.98,8.76,792359.1027
5066,1789.18,4.740971647,1146.37,23.52,5.67,104.26,20.6,96.63,1.43,5.79,7.94,675886.9866
5067,2122.41,3.772172218,68.76,27.2,8.84,15.19,20.23,88.68,1.16,7.15,6.91,563649.7637
5068,1068.87,1.884338799,1202.95,15.14,5.54,26.39,21.71,93.85,1.75,5.17,1.69,179551.6698
5069,940.83,2.836441186,537.0,28.29,6.99,90.2,32.42,92.31,1.76,4.47,10.0,600192.3138
5070,1242.76,3.143951015,351.61,70.57,6.81,36.03,26.88,87.91,2.17,4.52,2.18,452685.4072
5071,711.07,2.233267113,809.8,44.44,3.94,13.09,35.83,94.07,0.78,2.04,5.28,279970.954
5072,1379.86,2.072580543,599.2,5.79,8.59,66.8,14.53,95.13,1.09,5.94,5.71,480803.9879
5073,1052.51,2.299662667,374.26,36.22,6.87,76.88,30.58,86.59,0.35,5.0,5.65,273678.0794
5074,1588.95,1.0,587.24,62.59,3.4,42.69,10.2,85.52,0.94,4.12,6.13,335136.0728
5075,1540.47,1.0,905.76,20.62,10.0,46.68,20.68,99.9,1.43,9.57,9.82,371490.9475
5076,1463.68,1.326067674,953.69,14.2,7.72,25.46,13.29,88.65,1.67,7.32,7.59,313996.1021
5077,1625.08,2.519039286,623.39,11.46,9.0,7.99,22.92,91.71,1.18,6.36,8.49,729588.0304
5078,1425.85,1.169170551,819.64,9.59,9.35,65.96,26.44,90.99,1.95,6.27,7.55,322615.6366
5079,550.0,3.354694913,535.11,28.57,9.6,21.35,4.71,89.77,1.19,5.7,2.73,294755.6216
5080,1681.9,2.420030579,455.82,40.26,8.36,36.77,20.5,95.97,2.03,8.41,0.0,677917.9588
5081,550.0,1.304654498,378.06,6.33,6.07,40.35,41.07,88.21,1.97,0.05,3.59,199366.6899
5082,1754.53,1.0,273.92,19.18,7.6,33.38,20.8,94.7,0.53,6.92,6.81,510966.5371
5083,1541.12,2.917828041,342.48,34.69,9.82,52.64,34.17,94.41,1.75,6.29,9.09,745925.0583
5084,1400.76,1.310996916,535.98,7.13,6.5,19.01,8.13,95.93,1.12,4.3,5.29,223043.6377
5085,1837.05,2.772308088,449.08,24.54,6.73,39.93,14.15,98.66,1.19,7.9,2.61,749603.6028
5086,1134.91,1.934008121,395.58,66.85,6.23,136.14,9.65,97.29,2.44,5.41,3.8,337452.8506
5087,2398.23,1.954096496,717.29,51.98,9.23,11.96,24.16,96.87,2.12,6.04,4.72,771160.1723
5088,1349.32,1.206595497,846.47,27.37,8.44,38.11,22.02,99.9,2.18,7.41,10.0,231730.7905
5089,1103.76,3.167094449,562.92,50.24,4.28,9.8,3.27,95.14,1.52,5.03,3.75,261661.6213
5090,879.48,3.285003421,663.46,27.8,8.79,10.4,6.69,99.9,1.54,4.86,4.75,290733.9099
5091,1045.03,2.969448316,208.95,21.41,9.12,20.93,3.4,99.9,2.52,6.21,2.64,350335.7623
5092,711.62,1.8970336,584.84,15.09,10.0,17.46,2.49,96.13,1.47,4.27,6.01,237651.7058
5093,1337.46,1.912108815,564.81,3.33,9.31,48.93,11.61,99.41,1.72,9.77,10.0,365171.6204
5094,1524.6,3.289399618,692.77,22.52,9.65,7.79,5.09,89.33,1.22,7.69,6.19,410803.8628
5095,550.0,3.266299064,400.1,6.52,9.56,27.84,2.72,97.01,1.29,3.69,9.99,291063.2108
5096,1331.4,1.392339529,554.89,8.65,6.0,81.42,1.28,98.69,1.82,6.84,8.13,366021.8892
5097,1214.53,3.208856043,1114.58,37.46,8.47,76.84,16.63,99.36,1.15,8.38,6.52,430089.4976
5098,1523.24,1.90435971,25.07,26.5,8.57,36.05,2.13,99.43,1.81,9.32,7.31,629937.6711
5099,1077.67,3.281676625,603.2,60.19,7.8,19.94,1.17,96.39,1.54,4.25,6.09,305521.7101
5100,1709.18,3.12676117,650.0,17.32,10.0,11.68,6.24,99.9,1.24,10.0,7.32,740353.4994
5101,1443.58,2.12176107,281.3,15.55,9.37,62.09,0.36,98.32,0.76,3.3,9.93,532554.6568
5102,885.92,2.359795125,528.28,38.86,6.68,35.15,25.29,90.66,1.07,6.25,7.29,452953.4969
5103,574.1,2.38636649,464.9,28.43,3.13,47.5,7.9,84.86,1.23,0.99,5.33,269969.5656
5104,965.69,2.995738568,657.99,55.69,7.95,83.45,13.75,98.09,2.33,4.97,8.89,495897.6888
5105,1162.05,1.0,342.03,39.65,5.07,17.54,11.56,89.28,1.01,3.99,2.4,255680.9145
5106,1672.22,3.664116677,527.91,60.17,8.79,47.92,11.15,98.19,1.29,4.64,6.92,761087.4041
5107,550.0,3.026506276,291.25,3.82,9.5,21.19,2.59,99.9,0.96,5.9,8.17,294234.743
5108,696.83,1.0,445.12,32.0,6.88,19.38,40.73,89.96,0.14,6.35,5.27,183092.573
5109,1032.15,2.526880827,645.53,64.88,2.31,9.14,36.42,89.81,2.05,6.06,10.0,296477.3664
5110,590.26,2.134994742,327.18,2.54,7.58,23.48,16.7,97.15,1.16,4.43,3.25,284578.9049
5111,1148.9,2.193575294,323.78,26.85,5.78,15.06,0.76,97.51,2.15,5.37,3.56,204490.4702
5112,691.05,1.0,1185.71,39.52,7.33,21.72,14.61,87.69,0.87,4.76,6.55,335460.7798
5113,550.0,3.325822755,576.66,10.27,8.85,61.5,4.78,95.9,0.82,6.32,2.74,412348.2183
5114,1037.71,1.09209856,395.12,26.89,8.24,8.52,34.18,95.86,1.43,3.73,3.78,388747.194
5115,773.75,1.590550172,890.83,12.94,9.16,0.01,3.21,95.37,0.94,4.57,7.22,347110.7173
5116,1245.13,3.67430765,169.52,57.22,10.0,61.1,24.2,95.94,2.68,5.4,2.86,247773.101
5117,1356.47,2.446400298,748.5,32.25,8.38,17.03,1.45,93.67,1.54,6.04,8.61,622772.8789
5118,1755.48,1.225548443,140.31,32.19,6.6,9.17,35.93,91.36,1.49,4.68,0.57,395890.0818
5119,637.7,1.96507603,456.05,16.67,5.28,1.98,26.33,89.76,0.97,4.29,1.39,288034.1127
5120,723.46,2.234002545,593.17,53.44,9.73,2.82,26.92,99.9,0.1,7.21,7.97,250062.6634
5121,897.54,4.078440573,1032.54,7.54,9.49,38.12,12.48,92.93,1.34,6.82,5.01,818819.4606
5122,1828.53,2.939570181,495.75,34.54,7.72,37.31,2.44,88.35,1.31,3.56,6.66,384069.7557
5123,665.08,2.189400413,342.61,24.14,7.08,66.85,6.16,93.21,1.23,4.08,0.77,350880.8964
5124,1831.8,1.615807178,480.02,15.22,5.41,57.58,12.7,87.94,1.36,3.43,4.49,337764.622
5125,1227.32,2.113495967,332.52,33.78,8.49,33.16,9.72,97.71,0.87,6.4,1.01,308975.0067
5126,1035.96,1.583156367,517.48,25.97,8.61,43.08,25.14,96.43,1.2,4.82,8.67,328138.5727
5127,1761.86,2.597802573,139.96,4.39,9.57,27.3,3.74,90.15,1.02,8.19,10.0,662927.3922
5128,1758.29,2.053357734,244.15,22.51,4.66,35.71,24.88,96.75,1.73,7.31,0.53,279371.8426
5129,550.0,3.205732454,1016.87,47.79,5.62,97.65,25.45,93.95,0.43,1.97,4.33,249312.952
5130,1156.68,2.565439217,138.9,45.17,5.27,39.59,27.21,87.26,1.43,4.91,0.97,317685.185
5131,1004.32,1.224511224,760.44,42.14,4.85,16.48,2.72,88.95,1.65,3.27,5.45,321353.8058
5132,1176.06,1.486825011,509.53,40.06,8.16,3.51,16.47,97.78,1.61,4.9,1.94,286103.9684
5133,1027.31,1.999898506,477.06,8.24,9.01,50.79,12.5,92.45,0.6,4.95,6.48,361870.9563
5134,1322.13,1.064508593,438.24,39.86,6.61,6.34,19.99,99.9,1.8,6.94,9.94,300866.2822
5135,651.47,2.292384385,514.8,71.64,9.4,4.57,5.9,97.11,1.46,4.43,5.47,301192.8383
5136,1092.14,3.900964573,344.8,25.94,7.1,45.81,25.77,86.74,2.22,6.07,5.92,407807.2703
5137,643.1,1.552635809,1068.25,28.53,7.97,108.74,15.72,94.39,0.97,3.08,5.95,535156.1293
5138,1147.62,1.0,657.62,3.02,8.86,60.9,16.88,97.23,1.55,5.85,6.35,256673.1538
5139,597.29,1.9457456,146.63,35.37,8.66,12.39,11.42,92.86,2.03,5.5,7.64,221885.2799
5140,1528.58,2.118791517,531.36,29.4,8.73,58.07,3.81,93.39,1.02,5.11,8.84,396040.1606
5141,1292.68,2.600825843,543.48,32.08,7.28,2.25,7.33,85.69,1.17,5.52,9.76,464715.5887
5142,1996.41,2.46466609,470.03,3.51,8.22,44.21,27.26,99.9,1.26,10.0,7.45,634778.6772
5143,839.82,2.81015542,700.17,3.51,4.61,58.65,34.84,87.49,1.04,5.21,5.87,369268.597
5144,1228.64,2.492585287,634.83,31.0,9.11,8.56,34.14,98.26,1.58,7.61,3.71,383794.4203
5145,759.22,2.185390846,507.23,0.14,6.66,33.25,26.94,99.9,2.1,4.96,9.05,316481.2214
5146,702.41,3.918882667,819.36,48.76,9.12,29.51,16.33,99.9,2.41,6.42,10.0,205762.915
5147,1009.88,4.172887365,1151.39,53.47,6.14,2.43,10.29,94.88,1.63,6.75,5.33,238363.5957
5148,1615.39,2.753904538,457.9,49.62,4.86,33.53,12.25,90.09,1.67,3.8,6.46,512972.4269
5149,1319.82,2.760656615,492.75,21.5,10.0,37.36,18.76,99.9,1.41,7.96,10.0,609171.4957
5150,1214.64,1.68113287,280.53,14.21,6.63,21.63,2.96,97.54,1.48,9.85,8.3,313128.2719
5151,550.0,1.051710353,222.26,64.69,7.32,49.18,17.88,92.13,2.02,1.25,8.84,230585.9273
5152,1745.5,2.63114918,140.84,23.53,9.52,33.1,12.77,97.36,1.54,8.24,9.75,472545.0982
5153,1542.55,1.487850444,278.23,18.91,7.61,41.62,3.32,94.86,1.28,5.22,8.89,584656.2107
5154,1666.6,2.95049827,601.89,19.93,7.14,84.8,10.68,93.24,1.52,5.01,4.44,462356.9435
5155,2612.94,1.758716568,71.85,9.22,10.0,38.67,3.73,99.78,1.64,7.87,3.23,696854.7321
5156,550.0,1.706601611,477.04,43.63,6.49,20.13,48.17,97.59,1.48,2.45,3.01,405322.6163
5157,1396.01,2.963864091,554.38,67.25,7.96,57.78,8.35,95.91,1.45,7.2,2.38,494610.9598
5158,1361.24,2.250366564,822.86,32.17,8.45,54.73,5.36,95.77,1.12,6.42,6.25,247778.8189
5159,2170.18,1.033155438,223.46,4.33,8.43,50.89,3.51,89.62,0.3,4.58,6.33,388460.3769
5160,1041.99,2.683124901,345.04,30.18,4.67,55.61,16.72,93.72,1.35,4.52,9.3,329751.0944
5161,1635.13,1.769192434,285.85,19.8,6.61,8.43,16.55,87.4,1.58,6.96,10.0,522381.8816
5162,2121.6,1.971589809,416.2,62.78,7.3,47.98,22.78,90.52,1.07,5.92,6.65,518605.8821
5163,857.66,2.52511429,403.3,26.87,8.16,97.92,24.34,90.43,1.81,3.71,5.19,321125.9359
5164,1663.62,4.052856868,381.97,47.81,6.66,118.65,28.11,91.33,2.33,8.03,3.83,438017.921
5165,1751.95,1.762293577,662.06,22.74,9.06,7.4,0.11,91.6,1.76,8.17,7.75,352072.0665
5166,1144.82,3.092493176,273.57,27.22,9.33,70.92,8.66,97.42,1.33,5.21,8.97,495872.6611
5167,1530.65,1.0,279.94,28.18,8.58,0.76,11.45,89.54,0.76,3.47,10.0,293173.5014
5168,1487.6,2.934959211,660.53,17.89,6.97,39.4,14.97,99.9,1.03,7.9,10.0,298730.5564
5169,1679.48,1.808388196,257.07,65.43,7.31,27.07,5.64,89.85,1.7,5.44,4.77,250082.6755
5170,959.09,4.470381291,476.4,36.75,5.63,51.7,53.55,87.38,1.92,6.29,8.51,356448.481
5171,1555.16,3.00057019,294.43,44.82,4.56,44.85,29.79,85.46,0.79,4.43,7.78,370346.1879
5172,1433.84,3.665175518,96.84,27.17,8.15,48.04,2.3,86.1,0.79,6.9,10.0,513025.8891
5173,550.0,3.465362174,897.81,23.43,6.93,11.96,18.39,94.32,1.8,5.31,7.05,230916.6013
5174,923.29,2.675621536,735.72,23.68,8.84,2.06,19.28,97.14,1.88,6.07,9.29,202191.0282
5175,1488.9,2.141028798,734.17,49.2,7.69,21.5,9.96,91.53,1.52,6.75,2.4,479639.0619
5176,942.19,1.927091786,406.44,40.42,9.01,41.4,45.32,98.32,1.05,7.68,6.45,454110.1448
5177,1003.86,1.251391429,507.85,29.61,6.85,9.36,10.88,95.67,2.07,3.16,10.0,254903.3722
5178,1459.42,1.0,54.79,24.23,8.82,33.86,1.37,92.33,0.4,4.77,6.49,476266.6263
5179,1039.85,2.235167327,240.42,7.39,8.72,49.33,13.26,93.16,1.82,3.61,6.52,331009.2945
5180,1229.28,1.941510448,113.92,63.14,8.22,41.59,28.62,92.03,0.81,6.08,8.9,526043.9889
5181,1359.74,3.477821201,515.75,22.8,10.0,45.27,14.49,92.3,1.82,4.76,2.63,435714.2437
5182,1417.36,2.156583472,391.11,30.53,6.14,39.82,9.05,95.8,1.68,4.88,5.51,240467.6221
5183,1391.97,1.342067287,677.48,14.8,9.46,18.37,21.95,99.68,1.78,8.76,6.37,350893.6882
5184,2186.44,2.98963516,626.15,47.12,7.3,46.46,5.55,99.08,1.98,8.59,7.45,492653.7133
5185,1679.32,1.831668548,407.86,48.44,7.8,98.62,24.43,97.15,2.0,8.54,7.95,377980.0418
5186,634.61,1.558218369,286.52,44.41,7.07,8.78,24.48,84.27,1.53,4.49,7.22,240649.4869
5187,1124.58,2.424165332,98.5,38.28,8.88,95.29,12.42,89.55,2.62,6.55,6.6,288605.9177
5188,733.82,2.977502516,440.05,32.07,5.8,104.19,0.89,84.79,1.6,4.6,1.08,460347.5865
5189,1003.5,2.233837665,382.44,62.58,8.32,30.42,9.59,93.56,1.01,5.95,4.04,285407.6512
5190,1128.99,2.470981032,1206.43,54.51,5.74,53.32,1.18,93.7,1.39,5.52,10.0,255336.9093
5191,974.69,2.226455178,1009.17,47.28,7.31,13.49,5.82,95.35,1.48,7.57,10.0,308145.3169
5192,1115.12,1.676391325,356.96,22.86,6.2,34.46,46.51,89.86,1.97,3.78,5.8,322155.7785
5193,1391.84,3.450977844,388.21,58.39,6.8,3.62,37.51,99.9,1.97,4.81,9.48,361439.7058
5194,559.96,2.534844934,298.95,54.76,7.38,14.72,13.59,97.11,1.2,7.76,7.81,396943.8143
5195,774.1,2.465262497,280.19,35.74,7.35,36.78,13.44,91.09,1.86,7.27,8.52,255662.1158
5196,774.56,2.70561168,1003.29,44.58,8.15,0.32,16.49,89.55,1.25,7.71,2.61,260188.9539
5197,1310.08,4.552543779,742.73,60.45,8.7,137.11,31.9,87.17,2.1,7.16,10.0,480433.3289
5198,915.16,3.496440954,190.94,42.14,6.91,55.82,47.98,93.39,1.23,3.88,4.53,197961.5921
5199,1587.13,1.0,947.19,32.86,7.61,3.49,0.56,98.97,1.82,7.67,4.98,569669.9328
5200,1808.71,5.533968579,604.75,20.24,9.5,43.87,5.86,88.91,1.81,7.24,4.69,440594.7677
5201,1057.86,2.866051239,889.21,10.35,9.78,78.31,14.71,90.93,1.87,6.78,10.0,334174.1701
5202,1515.07,1.5055028,949.39,57.27,6.19,64.97,6.0,96.8,1.78,4.64,5.64,262207.9614
5203,758.96,1.0,241.79,11.55,7.46,71.17,15.55,90.36,1.26,5.6,5.4,291749.467
5204,1638.91,1.47430386,831.23,9.47,7.55,69.93,17.6,99.9,0.91,4.46,6.61,415917.9034
5205,1156.34,2.073778712,750.87,52.07,6.14,91.68,32.15,99.9,1.61,3.49,8.73,256482.6683
5206,1027.22,2.744670165,166.11,17.4,5.58,101.68,17.23,94.02,1.05,3.53,8.05,276389.253
5207,1024.76,2.666020882,362.38,48.71,7.54,10.27,17.86,99.9,1.4,10.0,6.09,409811.0464
5208,1472.5,1.0,738.15,36.89,5.78,22.44,40.14,85.91,0.43,6.6,8.06,254720.7677
5209,896.81,2.806979293,501.62,50.41,8.49,36.43,25.7,83.91,1.14,3.55,3.82,375487.8369
5210,953.51,2.395610555,344.14,43.08,6.65,65.38,14.43,90.13,1.23,3.98,1.66,303945.1492
5211,1175.07,3.083469021,175.45,26.41,8.58,44.08,11.09,95.87,0.79,4.79,10.0,498897.58
5212,1179.79,1.753050677,701.7,33.95,8.67,66.06,1.61,99.73,1.18,7.78,7.88,437240.1396
5213,1496.13,3.009158001,533.45,7.99,5.82,13.48,18.91,94.21,2.8,6.72,7.73,504701.4498
5214,550.0,1.911317526,333.86,43.69,5.56,60.0,2.22,99.9,1.48,3.37,6.39,282402.8688
5215,1389.32,1.932042881,418.03,22.56,10.0,43.46,5.71,98.55,1.84,5.09,4.98,419519.2068
5216,852.64,1.938745922,428.46,24.87,9.93,15.62,4.32,98.23,1.52,4.7,8.69,409590.6878
5217,808.5,1.911503205,130.41,30.98,7.27,63.87,19.49,92.23,2.28,8.12,5.17,270284.0126
5218,1469.8,3.000279792,516.4,29.53,9.25,25.07,23.8,99.9,1.06,9.02,7.47,384927.697
5219,1196.2,1.064175982,136.35,31.07,10.0,15.11,11.92,99.9,1.62,7.95,6.02,308736.1876
5220,1866.75,4.206168344,298.67,16.52,8.15,17.97,2.07,92.63,1.33,8.57,3.04,533741.489
5221,1594.27,2.683619586,616.64,35.59,7.72,55.03,24.36,87.72,1.68,5.52,8.85,239061.7804
5222,1156.97,2.01838007,479.93,18.81,6.7,95.71,27.87,90.25,1.7,2.82,6.59,337875.5633
5223,1237.01,4.135385948,395.55,33.33,10.0,43.39,1.83,87.04,1.07,8.26,6.04,488659.2802
5224,1154.13,2.286171845,599.28,40.54,7.18,5.65,0.27,91.65,1.2,3.92,8.45,387435.4081
5225,550.0,3.04978734,266.97,23.76,7.25,78.48,11.32,85.79,1.8,4.83,5.5,369877.9702
5226,1843.76,2.222274061,378.68,23.49,8.3,42.5,6.34,91.78,0.36,7.96,9.97,550827.9241
5227,1608.93,2.999244653,276.48,33.73,6.36,30.1,16.05,96.76,1.71,4.57,4.9,435483.1346
5228,550.0,1.821488716,1075.76,11.65,9.67,30.91,5.49,96.61,0.98,6.06,4.64,255853.9639
5229,1489.93,3.176080445,862.07,24.76,9.13,17.03,4.43,99.9,1.39,8.4,6.56,538930.9587
5230,918.67,1.220667899,128.41,27.92,8.41,5.19,3.58,96.77,2.06,5.6,6.19,149426.7842
5231,986.95,2.346253509,630.8,29.99,6.45,20.19,10.0,93.7,1.03,4.67,8.83,772710.1675
5232,1898.58,2.233440429,666.38,63.09,8.9,3.51,17.52,93.81,1.48,5.25,2.37,539175.9134
5233,550.0,1.463550028,186.01,10.85,6.67,26.84,5.33,97.8,1.46,6.01,6.14,266364.5866
5234,756.23,3.229252834,1392.16,27.83,6.35,61.86,12.54,95.09,1.62,5.67,8.93,408729.6267
5235,1664.02,2.690597455,447.75,10.45,6.93,20.57,16.33,99.9,1.91,3.88,5.56,312365.9291
5236,839.18,2.660031304,39.77,38.71,9.63,64.93,24.34,97.07,1.05,5.53,7.42,331133.4232
5237,1002.7,1.207103091,1018.61,3.87,8.65,39.66,3.63,97.44,1.38,6.03,4.36,228327.9146
5238,550.0,3.183213643,556.16,13.0,8.29,61.36,1.59,88.51,1.16,8.57,8.72,360621.7399
5239,1101.3,1.875546668,224.69,12.71,6.04,26.64,28.46,92.66,1.11,3.48,8.41,200236.3949
5240,1287.48,2.631835288,517.81,28.34,5.86,80.89,22.77,95.98,1.85,6.93,7.99,378905.4629
5241,794.9,2.097002878,412.11,36.09,7.61,63.66,22.13,99.9,2.4,7.67,7.15,265888.5057
5242,1282.32,1.975623109,752.49,30.3,7.64,40.62,9.55,93.85,1.23,6.27,10.0,374208.9413
5243,1798.59,1.47975024,435.48,27.94,9.22,10.45,19.22,94.94,0.84,2.84,8.4,223961.103
5244,850.91,1.683958032,517.28,18.04,7.29,0.2,4.32,89.73,1.05,5.18,5.2,404392.2191
5245,641.56,1.938466263,227.82,39.7,9.21,4.72,29.81,98.2,2.37,4.46,4.97,221623.5262
5246,1591.98,3.135391608,624.6,10.27,6.87,44.55,1.69,99.9,1.37,3.92,5.56,451542.8544
5247,1061.61,3.358041787,117.16,14.98,6.5,70.58,3.44,99.6,1.41,7.44,8.39,901265.1851
5248,619.77,5.158625711,626.35,15.18,6.56,48.04,12.46,89.0,1.14,6.9,5.36,876964.4738
5249,550.0,3.205325257,104.1,34.49,4.94,31.48,1.2,98.7,1.24,6.17,10.0,245455.0531
5250,1224.48,1.77555475,675.1,18.18,6.59,34.3,24.85,87.14,1.83,6.36,7.93,428746.7501
5251,1245.36,1.0,727.46,48.94,8.16,33.55,19.67,99.9,1.86,3.69,6.36,358004.9016
5252,684.72,1.271397969,783.95,49.92,7.01,14.47,14.25,88.53,0.87,4.64,3.95,461293.6931
5253,991.7,3.291201775,910.49,24.8,7.58,27.35,22.33,97.4,1.03,3.9,0.4,611490.085
5254,1001.18,2.867989655,568.49,12.01,7.51,65.49,17.42,88.88,1.06,6.21,2.83,442062.9497
5255,1389.66,1.626393405,616.35,17.23,9.36,18.98,11.68,99.9,0.65,6.85,3.01,245298.6109
5256,839.76,1.026853842,138.49,47.83,8.98,6.82,8.14,91.74,1.64,6.95,10.0,210391.3352
5257,1109.72,5.772859854,44.17,23.55,9.12,5.89,3.17,99.9,0.84,5.35,4.78,567715.4167
