IsLuxury,SquareFootage,NumBathrooms,CrimeRate,SchoolRating,RenovationQuality,LocalAmenities,DistanceToCityCenter,Garage_Yes
1,718.96,3.835479015,44.73,4.99,5.52,9.14,31.59,True
1,1840.83,2.48951151,20.31,9.98,5.58,4.55,3.47,False
1,752.37,2.443595408,21.01,5.69,4.55,7.71,20.47,True
0,878.12,1.0,62.45,5.75,2.67,0.19,35.38,True
0,1135.98,2.426114625,22.02,5.93,2.24,7.81,16.52,False
0,1145.91,2.667758808,23.37,5.76,8.06,8.21,34.89,True
1,984.21,2.5548594,49.07,6.46,3.27,5.32,33.98,False
0,1001.09,2.895212104,50.77,5.55,4.72,5.37,22.74,True
0,1058.49,2.539033669,46.06,7.39,4.29,4.36,8.11,False
1,731.86,3.701062738,30.48,6.49,3.87,4.86,0.7,False
1,2496.76,3.742168642,46.97,7.31,7.01,3.85,26.62,False
1,909.46,2.229581892,47.66,7.02,0.82,7.82,40.83,False
0,1082.01,2.886157968,21.63,6.59,7.41,10.0,7.76,True
1,807.07,2.560779072,0.3,5.34,1.89,7.65,30.26,False
0,802.49,3.384253716,1.81,9.91,7.11,2.79,12.01,True
1,1073.54,1.880760455,31.42,4.83,5.61,9.47,23.89,False
0,976.35,1.0,5.77,7.88,3.76,9.87,4.13,False
1,1155.29,3.919738397,22.93,9.44,6.05,6.61,4.19,False
0,757.36,1.679646996,23.72,8.47,6.28,0.58,11.93,False
1,728.22,3.590740405,33.2,10.0,7.3,9.51,24.92,False
0,550.0,1.570492693,6.6,9.6,5.18,6.03,23.71,False
0,748.14,1.934062544,1.62,6.01,5.49,5.3,16.81,False
0,797.81,1.360610404,15.99,5.9,2.84,6.46,12.3,True
0,968.6,4.370450006,45.22,7.04,5.93,5.45,2.28,False
1,550.0,1.0,2.22,7.48,5.72,6.62,0.45,True
1,1692.07,1.470800175,14.24,9.83,4.54,7.77,10.8,False
1,1295.36,3.81972069,20.82,9.72,6.69,5.63,11.15,False
0,807.11,3.421309922,26.15,9.07,6.44,4.19,0.22,True
1,770.74,2.170610613,6.0,9.79,6.15,3.17,54.37,True
1,1446.43,1.0,64.45,5.34,5.2,6.39,5.81,False
0,1008.55,2.772114469,28.31,10.0,7.52,8.14,25.04,False
0,1567.09,2.47389699,37.41,7.97,6.96,5.27,3.03,True
0,1194.06,1.997969673,31.81,9.66,5.83,2.23,3.6,True
1,1160.49,3.190078468,17.36,8.28,7.8,5.81,7.94,False
0,1415.95,3.254603057,33.17,6.32,3.37,9.06,5.86,False
1,890.09,2.777984747,62.7,10.0,6.93,8.59,8.36,False
1,911.67,2.874714893,43.04,9.69,5.8,4.96,18.97,True
1,1128.66,1.912925825,11.49,5.13,9.61,5.69,6.52,True
1,733.82,2.977502516,32.07,5.8,4.6,1.08,0.89,False
1,972.33,1.689928199,39.7,5.99,6.77,10.0,25.0,True
0,853.71,1.0,42.17,2.78,1.46,5.1,17.74,False
1,550.0,1.0,71.08,5.92,2.39,1.75,44.1,True
0,1335.94,3.92373722,49.05,7.98,5.43,7.1,13.19,False
1,2186.44,2.98963516,47.12,7.3,8.59,7.45,5.55,False
0,772.84,3.030843249,25.83,8.26,5.02,8.31,3.95,True
1,550.0,1.676497784,5.16,7.56,7.66,10.0,9.4,False
0,830.87,1.0,34.28,8.06,6.66,10.0,26.37,True
0,772.24,2.352667277,17.17,9.45,5.22,4.51,27.38,False
0,1014.33,2.108076271,42.34,4.97,4.18,9.74,35.01,False
0,782.04,2.24091868,52.54,6.15,4.05,1.38,32.58,True
0,550.0,2.440589404,46.01,5.19,1.73,10.0,13.07,True
0,1117.45,1.0,0.62,6.48,3.91,2.99,20.2,True
1,1525.94,4.921954665,28.06,10.0,9.48,5.53,2.76,False
1,901.11,2.018850902,17.68,9.67,6.81,4.8,12.77,False
1,1288.28,3.618089577,22.43,10.0,7.98,5.98,1.53,False
1,2128.95,4.200452064,15.65,10.0,6.24,9.38,2.71,False
1,1724.22,1.871871069,41.67,10.0,6.52,3.38,15.3,True
0,1248.3,1.0,11.27,7.29,4.53,6.67,15.15,False
0,550.0,1.0,11.54,7.24,3.54,2.7,40.58,True
1,1454.5,2.56616366,33.38,4.77,5.4,6.23,5.17,False
1,550.0,1.369239433,59.26,5.66,0.37,8.64,5.98,False
1,990.36,2.109893688,19.87,4.77,3.69,3.63,2.07,False
1,1405.88,2.389428059,34.9,6.38,6.09,6.68,13.49,False
1,1317.76,4.223915819,48.61,8.49,7.25,9.23,7.88,False
0,550.0,2.556681359,34.74,4.81,1.04,2.5,40.92,False
1,1659.19,1.527864122,13.26,8.86,7.22,1.86,32.25,False
1,1119.76,1.658322355,30.45,6.92,5.18,5.45,38.77,False
0,732.75,1.344906712,14.7,6.3,3.94,0.64,21.54,False
0,1434.69,1.303465068,54.15,6.08,3.74,5.61,19.45,True
1,1307.6,2.517233532,23.52,8.44,6.32,4.36,1.89,True
0,1094.63,1.183750615,54.08,3.78,4.26,4.69,14.2,False
0,550.0,1.893325297,57.36,7.97,4.01,10.0,21.62,True
0,550.0,2.199335996,45.96,3.3,4.92,1.21,51.05,True
1,836.34,2.215101305,21.47,9.17,7.6,10.0,10.24,True
1,748.24,1.444367229,28.84,7.1,4.15,4.68,3.48,False
0,1239.61,2.545467564,35.62,8.2,6.15,7.05,6.75,False
0,550.0,3.038980425,30.03,7.24,4.86,10.0,12.52,False
1,550.0,1.716016249,64.42,5.56,4.5,9.23,21.31,False
0,550.0,1.0,17.01,1.26,3.17,2.13,27.84,True
1,694.47,1.916043108,34.01,8.07,4.62,8.6,21.25,False
0,550.0,1.0,25.83,6.14,5.07,0.32,10.22,False
1,550.0,1.969694959,45.21,9.26,4.53,4.21,31.41,False
0,805.99,3.548243691,12.08,7.98,5.95,5.09,22.09,False
0,1202.03,2.180178619,30.4,5.15,2.26,3.03,10.34,True
0,1077.55,2.21281669,8.21,6.86,6.67,0.75,27.18,True
0,1542.53,1.0,31.22,6.89,4.04,6.43,27.23,False
1,1058.53,1.338524444,36.62,9.61,3.25,6.66,6.39,True
0,689.33,3.138723409,32.73,5.03,5.58,6.19,24.27,True
0,1120.08,2.350677951,49.98,3.55,3.51,9.09,10.21,False
1,1506.32,2.248913076,38.68,4.33,6.41,10.0,18.81,False
0,1844.94,1.66687631,63.25,9.04,8.01,6.85,5.02,True
0,550.0,2.173253682,46.0,4.5,1.21,3.84,17.13,True
1,1361.24,2.250366564,32.17,8.45,6.42,6.25,5.36,True
0,762.42,1.0,26.29,5.95,1.64,9.23,14.63,True
1,653.45,3.114278487,36.3,6.19,4.19,6.08,11.53,False
0,550.0,1.766305313,72.52,7.95,3.95,4.2,39.25,False
1,550.0,1.774827464,17.37,3.45,4.02,6.22,11.57,True
1,1272.81,3.374807467,33.62,9.09,5.23,10.0,26.87,True
0,575.16,2.295370006,42.17,5.74,4.03,0.2,22.33,False
1,637.7,1.96507603,16.67,5.28,4.29,1.39,26.33,False
1,787.47,3.599050775,4.72,7.48,6.1,5.51,18.33,True
0,550.0,1.635095597,7.5,5.93,6.8,8.21,20.72,False
0,550.0,1.0,49.75,8.49,6.2,4.02,24.96,False
1,1092.67,2.067192302,21.94,10.0,8.83,1.88,15.54,False
0,700.49,1.0,40.61,1.67,2.34,5.2,1.6,False
0,918.9,1.422452121,48.74,4.63,3.56,5.49,26.56,False
1,981.57,5.510838751,19.52,8.46,8.14,7.14,11.74,True
1,982.14,3.445949333,29.47,9.53,6.22,4.51,4.06,False
1,683.28,2.279648581,40.6,7.74,5.55,10.0,4.09,False
0,667.26,2.218261739,39.11,7.45,3.39,4.67,19.03,True
1,1169.09,4.162430233,54.04,7.94,4.04,3.95,9.28,False
1,1116.13,1.787935436,56.28,8.33,3.92,9.98,12.3,False
1,1208.45,1.0,16.9,5.65,5.79,7.3,1.55,False
1,1921.88,1.522281992,50.88,7.46,8.52,5.06,30.66,False
1,979.53,2.480127677,9.91,8.43,3.73,4.63,7.94,True
1,673.6,1.0,45.2,4.23,3.0,6.5,21.32,False
1,979.4,1.282543664,76.65,7.39,6.14,5.63,16.67,True
0,781.49,2.063206208,5.11,6.09,5.16,7.64,22.52,False
1,1177.78,1.382255657,27.96,5.55,5.62,10.0,16.32,False
1,1555.84,1.0,43.66,7.83,4.29,6.78,19.35,False
0,1573.03,1.495131123,4.89,6.87,5.38,5.62,15.44,True
1,587.88,3.642300661,47.85,5.32,4.57,0.66,8.49,True
0,661.34,1.994637758,44.51,5.52,4.13,5.24,3.48,False
1,650.36,1.82733321,34.92,4.86,3.85,3.61,26.71,False
0,550.0,2.060659189,31.04,7.61,4.71,4.34,17.48,True
1,1221.31,3.869980855,17.23,8.97,7.5,8.56,3.91,True
0,1536.77,1.0,28.63,9.48,4.68,6.65,31.67,True
0,1070.82,1.554854041,39.25,4.52,3.26,5.77,45.25,False
1,1198.59,2.044820314,18.68,6.66,8.62,10.0,11.81,True
0,791.03,2.223999004,40.72,4.47,1.12,1.64,21.76,True
0,905.01,2.004120199,42.12,4.74,4.99,9.22,3.38,True
1,1315.31,2.918305572,40.48,7.02,5.84,3.78,13.71,False
0,550.0,1.406700187,14.23,4.53,4.52,10.0,15.83,False
1,1644.05,2.730712547,38.59,5.94,4.63,2.65,0.33,False
1,1335.51,2.688470524,62.9,6.34,4.95,10.0,8.84,False
0,916.71,1.389641144,28.83,4.29,3.33,1.44,8.22,False
1,550.0,3.063321267,2.59,6.08,6.19,10.0,2.95,False
0,1010.28,1.621509322,54.34,8.51,6.96,5.51,11.48,False
1,574.1,2.38636649,28.43,3.13,0.99,5.33,7.9,False
1,659.36,2.636757297,45.75,8.02,5.19,2.98,15.5,False
1,1438.43,2.405576106,48.11,7.83,3.79,9.76,2.09,False
0,550.0,1.724888129,63.05,5.38,7.55,3.82,17.68,True
0,573.32,1.441246605,18.2,7.83,0.78,2.2,39.48,False
1,1165.23,3.529198117,36.77,10.0,5.89,1.47,17.26,False
0,1134.63,3.189209904,8.53,10.0,7.68,0.99,6.18,False
0,550.0,2.115308415,19.77,7.45,3.4,9.86,6.23,False
0,550.0,1.777040021,9.39,8.11,3.32,4.13,15.68,False
1,550.0,2.016938901,44.22,1.45,0.09,0.84,6.89,True
0,1404.58,2.04243306,6.07,6.5,5.88,3.28,9.68,False
0,904.28,2.204267787,68.72,8.69,6.47,7.14,0.97,False
0,1042.51,2.255735377,72.23,8.51,4.77,8.48,26.02,False
0,576.05,1.0,33.8,4.28,4.03,9.94,6.39,False
1,1024.7,1.34458366,12.85,8.71,4.87,2.74,9.28,False
0,1123.25,1.0,23.07,7.69,5.14,6.02,11.1,False
0,550.0,3.431862421,5.33,4.77,1.2,4.99,35.96,True
1,613.54,3.565264748,43.29,9.24,6.63,8.66,16.07,False
0,718.38,1.60688204,3.78,8.99,3.81,4.03,9.15,False
0,1226.92,2.086939183,24.6,7.68,6.32,4.48,1.72,False
1,1124.32,2.905167563,20.76,8.9,6.38,2.96,0.11,True
0,860.71,1.0,45.9,5.48,2.79,0.12,41.04,True
1,921.39,1.0,49.43,5.61,4.28,10.0,39.13,True
0,550.0,3.506411166,18.53,6.75,2.59,7.22,31.67,True
0,583.25,3.852464259,34.81,6.63,4.47,6.5,26.0,False
0,575.15,1.226580017,11.85,8.17,3.75,4.26,30.05,True
1,1486.33,5.349310113,44.52,8.75,8.73,4.45,11.44,False
1,1617.38,1.0,77.41,3.49,3.74,8.13,8.47,False
0,550.0,1.361328463,20.54,4.0,1.62,4.28,13.55,False
0,998.18,2.025042343,4.74,6.82,5.07,5.78,4.86,False
1,550.0,1.982628969,12.7,4.69,3.69,2.72,25.32,False
1,1389.32,1.932042881,22.56,10.0,5.09,4.98,5.71,True
1,1496.97,2.494885883,36.21,8.7,7.84,1.99,20.19,True
0,586.27,1.0,18.49,8.54,5.77,1.61,39.04,True
1,1556.62,1.807103625,68.38,6.48,5.11,5.27,2.25,False
1,792.4,3.994737994,38.52,9.71,9.42,7.01,12.53,True
1,1064.72,3.089683464,54.88,6.74,4.96,3.33,37.17,True
1,550.0,1.716871268,7.45,2.88,0.74,5.56,34.38,True
0,1195.3,3.301027482,11.28,10.0,5.98,9.55,1.87,False
0,550.0,1.362745346,36.8,5.29,3.88,8.86,8.64,True
0,1019.02,2.11975362,33.37,7.01,2.05,5.8,50.13,True
0,1230.22,2.213007181,4.6,7.14,6.76,7.15,18.29,False
1,1996.98,1.650798026,23.03,10.0,8.86,7.42,24.46,True
0,641.65,2.49578175,24.65,7.06,1.82,2.47,11.9,True
0,558.39,3.046281469,42.23,8.74,7.09,7.02,16.34,False
1,1620.23,1.444896408,27.93,8.88,4.59,6.89,1.77,False
1,1447.86,2.270184312,12.55,8.36,4.32,10.0,6.49,False
1,1252.11,4.074946677,16.8,8.05,6.46,10.0,37.13,False
0,965.55,3.013962059,9.24,7.82,4.4,3.91,22.46,False
0,550.0,1.515512591,65.12,4.85,1.63,2.41,25.26,False
0,874.53,1.0,40.79,5.8,3.56,4.66,22.35,True
0,1004.32,2.949058372,50.91,6.83,3.24,2.41,25.3,False
1,594.02,2.430650909,31.53,4.79,4.03,1.93,6.3,False
0,841.64,2.408433017,28.13,7.24,4.44,5.61,0.3,False
0,1928.33,2.690446109,22.49,8.33,9.85,10.0,9.58,True
0,1001.9,1.115557467,32.64,6.76,3.44,6.91,12.51,True
0,1190.2,1.671230273,29.32,5.74,6.68,6.24,5.15,False
1,1399.26,1.078026363,29.05,6.92,3.0,4.97,5.18,True
1,1443.95,3.820196359,48.82,9.67,6.93,4.17,34.74,True
1,1588.95,1.0,62.59,3.4,4.12,6.13,10.2,False
1,1491.55,2.049909627,53.75,5.78,5.45,4.05,2.47,False
1,550.0,3.463615681,35.63,7.01,4.41,5.33,16.52,False
0,550.0,1.748838273,23.71,6.43,3.99,3.9,29.45,False
0,550.0,2.711729564,40.74,5.45,4.67,1.06,27.31,False
0,1163.29,1.209057453,37.06,8.6,7.94,9.13,12.68,True
0,550.0,1.366286321,18.0,4.36,1.84,7.03,20.61,True
1,762.97,2.154758706,63.01,7.45,6.3,8.59,12.92,False
0,550.0,2.006951829,46.22,3.1,2.56,9.88,7.91,True
1,620.02,1.682332063,42.93,7.36,4.26,10.0,25.05,True
1,1412.67,3.048185504,37.05,10.0,10.0,9.92,0.98,True
1,2394.03,3.16426403,9.52,8.33,8.01,6.3,2.89,False
0,935.67,3.119035746,26.2,5.97,4.83,6.64,45.36,False
1,1559.56,3.161562987,37.91,8.21,7.33,9.66,9.27,False
1,1392.18,1.0,52.33,8.54,5.68,10.0,1.95,True
1,1286.44,1.817333092,0.97,7.02,4.63,9.96,34.61,True
1,2041.61,1.572120209,50.41,10.0,8.78,1.1,2.53,False
0,550.0,1.0,56.39,3.77,1.51,2.6,51.01,True
0,1035.83,2.0681476,29.27,5.19,1.29,1.0,20.19,False
1,1788.56,1.884695177,6.45,8.81,7.08,8.0,29.72,True
0,1483.89,1.953499456,48.02,7.91,4.75,5.17,17.02,False
0,1418.88,1.839655384,39.49,5.06,4.7,4.43,11.32,False
1,1219.26,2.918102072,22.94,6.47,5.47,7.41,3.39,False
1,1449.62,4.082117066,25.98,6.85,4.79,2.47,9.0,False
1,724.56,1.88046612,25.11,6.21,3.17,7.54,16.81,False
1,930.04,3.673093499,6.47,5.4,5.01,8.1,23.54,False
1,1684.91,1.683653064,18.72,10.0,8.61,8.56,9.12,False
0,1313.83,2.091742758,44.94,4.74,5.81,5.17,15.0,False
0,1225.68,1.857548259,50.76,7.72,2.79,3.71,4.78,False
0,1383.05,2.302008888,50.06,10.0,7.16,4.43,4.94,False
0,869.37,1.326361307,61.37,7.06,3.93,7.28,42.54,False
0,1479.65,2.569666538,1.51,10.0,7.03,6.54,6.92,False
0,783.15,3.140983478,76.55,3.82,5.11,4.08,41.65,False
1,694.46,1.0,15.9,7.34,6.49,8.54,23.31,True
0,550.0,3.516063992,3.1,7.7,2.83,4.6,11.33,True
0,635.14,1.095115158,34.49,8.26,5.7,1.54,23.88,False
1,762.09,4.639227508,35.11,7.52,7.3,3.55,23.88,False
0,829.55,2.013780576,55.87,9.02,4.85,4.84,7.71,False
1,1535.8,2.82176821,16.65,9.36,7.77,6.07,24.12,False
1,1421.05,3.738715043,43.06,10.0,8.03,5.65,12.68,False
0,550.0,1.750199905,42.66,4.71,5.09,6.63,23.83,True
1,723.46,2.234002545,53.44,9.73,7.21,7.97,26.92,False
1,1818.24,2.151700132,44.36,9.09,6.91,4.49,12.82,False
1,550.0,1.908902833,43.0,8.6,6.14,3.6,1.25,True
0,1170.32,2.82962323,25.91,5.75,3.54,7.11,2.45,True
1,598.26,1.30146804,26.02,4.83,4.0,0.62,17.57,True
1,550.0,1.051710353,64.69,7.32,1.25,8.84,17.88,False
0,671.47,1.0,7.93,6.49,2.46,3.36,2.76,False
1,1227.38,3.257165825,18.63,8.99,5.35,7.19,19.05,True
1,1092.07,2.271618074,28.09,6.69,3.51,5.59,16.12,False
0,550.0,1.0,43.77,4.04,2.25,7.32,35.18,True
1,939.53,3.177402208,64.54,9.5,6.74,4.18,11.78,False
0,550.0,3.951180911,46.8,6.62,5.77,3.86,18.25,False
0,550.0,1.0,3.71,9.72,4.72,9.75,5.06,True
0,930.25,1.699286003,51.56,9.85,9.15,3.97,2.46,False
0,1078.68,1.0,46.54,5.5,3.98,2.51,14.24,True
0,1463.68,1.326067674,14.2,7.72,7.32,7.59,13.29,False
0,1312.45,1.133917508,74.74,5.62,4.56,5.98,33.63,False
0,956.98,1.565269775,40.09,3.87,2.5,8.39,27.17,True
0,805.18,2.558068308,58.93,3.47,5.09,8.08,21.02,False
0,842.69,3.480505019,32.36,9.5,7.87,5.31,8.95,False
1,2046.61,1.834944387,24.77,9.48,3.89,0.33,11.67,False
1,1638.78,1.0,36.03,10.0,3.66,7.24,27.04,False
1,1361.08,3.033505302,46.14,5.68,7.45,2.72,20.88,False
0,1364.59,1.850391839,39.6,6.44,5.14,5.09,7.57,True
0,554.58,2.015763002,32.82,7.87,3.46,3.18,43.17,True
1,1530.98,1.876805444,17.3,10.0,7.23,2.29,18.47,False
1,1070.0,2.446062181,59.99,10.0,3.04,8.39,23.63,False
1,1811.82,1.955092874,25.14,8.03,5.26,5.92,9.98,False
1,1339.86,1.879798173,48.16,9.41,7.2,9.83,13.5,False
0,550.0,2.259703602,43.0,5.64,5.21,4.23,13.28,False
0,1538.64,3.229407787,56.65,5.97,7.19,8.17,9.83,False
1,763.08,4.911454496,53.7,8.4,4.96,5.22,6.97,False
0,907.52,1.015720333,55.84,10.0,7.22,7.99,10.18,False
0,550.0,1.0,13.99,5.14,1.73,2.05,43.51,False
0,550.0,1.259907135,39.15,5.69,2.68,8.52,19.14,False
0,1305.82,2.575147827,41.32,4.83,4.08,7.12,19.05,True
0,579.63,2.712549139,31.44,4.99,2.5,4.71,37.85,False
0,1376.19,1.50603517,18.62,8.2,5.26,4.05,39.54,False
0,652.06,1.369922378,14.55,7.35,6.45,4.54,26.9,True
0,550.0,1.650099339,36.21,5.55,3.09,0.39,21.49,True
1,1210.5,1.0,34.55,8.44,3.47,8.12,23.63,False
1,1421.46,3.54475307,14.46,7.26,5.65,8.2,33.12,True
1,993.33,2.550064646,13.15,7.26,3.9,5.95,3.19,False
0,869.17,2.938932011,7.62,6.22,4.05,9.57,32.38,False
1,1460.44,2.555357801,35.64,10.0,8.99,10.0,2.86,False
1,1770.71,2.938135255,20.92,8.76,5.35,6.71,14.28,False
1,896.81,2.806979293,50.41,8.49,3.55,3.82,25.7,True
1,886.35,3.228576825,17.62,8.02,6.19,10.0,15.34,False
1,1372.23,2.375244271,33.14,8.03,9.45,6.49,28.02,False
1,2073.56,1.509948173,42.09,5.39,4.41,8.24,11.71,True
0,943.89,3.199286975,23.92,8.58,6.84,7.99,11.25,False
1,2336.4,1.0,32.48,9.94,8.65,8.53,8.27,True
0,550.0,1.053595204,21.18,6.84,3.65,7.1,16.86,True
1,550.0,1.0,39.35,2.76,0.03,0.49,33.18,True
1,1212.22,1.0,12.2,6.54,5.54,10.0,17.37,False
0,550.0,2.192577412,32.34,6.61,2.11,3.04,40.38,True
1,1502.44,3.210569154,42.74,9.04,7.85,7.72,16.11,False
0,1384.97,1.0,51.49,8.9,7.43,4.04,21.75,False
1,1409.85,1.0,48.42,8.1,5.82,2.13,30.31,False
1,671.79,1.273647109,39.49,9.97,5.57,8.52,28.55,False
1,978.99,2.751617156,10.14,9.79,8.3,4.19,15.14,True
0,768.34,2.231898071,15.44,8.57,6.79,8.78,24.53,False
0,550.0,1.0,44.25,8.65,2.22,4.47,11.91,False
0,550.0,3.243998939,42.94,5.96,4.22,3.58,18.46,False
1,995.87,2.736233087,39.62,7.04,3.61,9.96,24.54,False
0,877.78,1.722079433,44.48,7.0,2.67,6.32,26.65,False
0,1230.48,1.246949043,14.51,4.62,4.58,6.41,20.06,False
0,550.0,1.164436471,17.7,5.66,3.07,4.87,12.82,True
0,1255.65,1.507230444,50.2,6.46,5.65,5.24,19.13,False
1,1346.33,2.245599549,26.23,5.89,5.1,7.23,25.51,True
1,550.0,3.600211185,38.17,8.19,5.28,6.43,7.88,False
1,1486.85,2.299745853,37.0,6.05,6.28,5.21,44.36,False
0,1063.8,2.645661652,38.73,3.47,0.52,6.79,31.66,True
0,550.0,2.027972213,15.64,3.98,1.99,8.58,12.25,False
0,1243.58,2.36530697,30.16,4.79,3.11,4.62,4.27,False
1,1466.08,2.773602607,13.91,8.95,5.9,3.18,16.75,False
1,1325.42,1.0,33.44,7.57,3.15,7.22,22.0,True
1,1627.28,3.68604265,6.11,8.04,6.69,6.62,22.61,True
1,1270.65,3.777531818,53.06,10.0,7.43,3.11,8.98,False
0,663.49,2.213933244,16.97,5.15,4.37,2.67,27.23,True
1,550.0,1.508814682,19.1,4.45,4.34,9.52,26.79,True
1,1302.16,3.269085987,23.77,5.46,4.31,5.33,15.91,False
1,1114.3,2.049654213,52.77,4.7,3.24,2.24,5.29,False
0,986.07,2.136617852,24.76,7.23,6.24,8.2,19.69,True
1,623.86,3.012418591,17.15,6.41,7.55,5.73,12.96,True
0,550.0,2.481263984,43.64,7.26,4.55,3.6,28.11,False
0,550.0,2.927694465,35.65,5.19,6.03,6.88,21.98,False
1,1488.74,2.741183133,13.92,8.4,5.88,8.02,25.21,True
0,594.91,1.306961482,38.01,2.21,2.2,5.52,45.92,False
1,550.0,3.001186336,46.48,4.26,3.55,4.76,24.61,False
1,1745.79,3.632566647,14.07,7.3,6.4,1.86,8.44,False
1,1303.24,2.652564611,44.55,7.82,4.93,5.19,23.53,False
1,550.0,3.028107425,5.27,7.19,4.33,6.28,31.94,True
1,992.53,2.595062141,67.92,6.29,3.53,6.53,12.5,False
0,550.0,1.61733507,32.64,5.28,2.91,0.71,11.33,True
0,559.86,3.413926273,26.86,7.67,3.96,7.7,26.73,True
1,1083.43,3.725517824,36.18,5.97,5.55,1.73,12.59,True
1,693.18,1.32662884,67.25,7.34,4.15,5.46,34.12,False
0,740.01,1.43327002,41.46,5.54,3.39,5.15,27.47,False
1,1965.06,2.599412995,14.38,6.81,4.47,5.78,3.47,True
1,1581.99,2.288002864,12.2,6.56,7.6,3.75,11.8,False
0,564.44,1.694957134,39.66,6.11,2.27,4.86,10.09,False
0,836.51,1.455245186,72.74,6.17,2.92,5.59,36.82,False
0,550.0,1.617542749,34.45,6.97,5.69,6.92,5.6,False
1,570.95,1.072237852,51.1,5.69,5.06,2.82,33.36,True
0,550.0,1.445836044,52.51,3.55,3.69,5.77,42.24,False
0,1472.7,1.962368401,69.62,10.0,6.35,7.46,35.22,False
0,1116.34,2.207854845,46.07,7.83,7.37,10.0,6.66,False
1,1467.33,2.343559315,46.37,7.4,4.69,2.97,19.18,True
1,802.63,2.923259964,34.81,5.05,3.58,10.0,8.99,False
0,1608.13,1.0,33.09,5.65,5.52,6.77,7.78,True
1,851.0,2.293377981,72.9,5.13,2.48,1.63,36.47,True
1,1077.72,3.31303342,2.3,10.0,9.29,5.3,13.99,True
0,1329.87,1.265437832,23.7,5.59,6.29,5.97,29.66,False
1,1524.6,3.289399618,22.52,9.65,7.69,6.19,5.09,True
1,550.0,2.611916545,17.7,5.14,3.71,10.0,16.49,False
0,1017.24,1.406256962,22.42,9.76,4.1,4.55,11.28,False
0,647.66,2.903394687,4.44,8.68,4.44,5.52,19.02,False
0,550.0,1.0,46.49,4.62,4.37,2.72,43.17,False
0,1117.44,1.267513421,31.69,7.04,2.41,1.75,28.75,False
1,1226.31,2.753636198,5.54,8.19,4.77,9.42,7.63,False
0,759.25,2.381737453,61.26,5.45,5.21,10.0,32.03,False
0,682.56,1.088556365,56.0,5.98,3.83,3.64,15.88,True
0,550.0,1.0,21.53,3.68,3.21,7.66,10.2,False
0,550.0,1.880481258,30.77,6.73,3.33,3.2,14.88,False
0,1330.19,1.353995462,28.24,9.0,4.83,5.84,8.55,False
1,1586.43,1.967370862,51.48,4.63,6.72,4.17,30.01,True
0,683.26,1.424292051,37.97,5.04,2.1,4.03,8.29,False
1,1089.88,2.218111901,29.62,7.1,5.34,5.99,0.91,False
1,1417.61,2.053441465,25.98,9.15,4.13,5.63,8.72,True
1,1320.89,1.0,36.49,1.7,5.06,8.56,24.39,True
1,1523.56,2.842304337,39.7,8.34,5.17,7.77,12.31,True
0,709.62,1.86213112,27.96,6.08,2.74,5.8,7.71,True
1,1273.03,3.040830336,47.08,10.0,8.56,8.8,22.67,False
1,1053.33,2.819525954,4.18,7.5,5.68,6.44,18.22,False
1,1681.58,1.656776075,18.3,6.92,10.0,8.26,3.68,False
0,550.0,1.0,63.39,4.12,3.23,6.63,3.82,False
0,723.76,1.291598875,20.68,7.61,3.4,5.6,2.55,False
1,1774.08,2.362104583,58.18,5.52,4.46,4.4,15.41,True
0,1536.79,1.0,41.68,6.01,3.97,0.77,63.48,False
1,1238.53,3.053706147,42.94,6.8,5.44,9.34,7.42,False
1,550.0,1.285762707,53.02,7.05,7.5,6.17,16.75,False
1,1328.21,2.555154494,57.26,6.88,6.04,1.5,28.67,False
0,932.66,1.55399752,16.89,5.49,4.02,10.0,8.4,False
0,828.57,1.0,12.18,9.46,5.59,3.62,4.13,False
0,550.0,1.0,5.12,3.46,4.88,2.23,12.89,True
0,550.0,2.177144845,38.75,10.0,6.83,8.12,1.99,True
1,2170.18,1.033155438,4.33,8.43,4.58,6.33,3.51,False
1,938.79,2.353765041,21.43,5.71,2.61,6.79,20.49,False
0,682.66,1.0,26.78,6.64,3.12,0.99,52.16,False
0,550.0,1.160766089,21.5,5.99,5.78,4.44,21.91,True
0,550.0,1.384526147,5.8,3.18,1.69,5.19,16.02,False
0,826.35,1.0,13.62,6.84,4.99,0.12,9.4,False
0,550.0,2.699495232,28.19,4.93,6.65,2.49,34.18,False
0,1183.87,1.098274888,38.03,8.85,6.66,0.19,8.21,False
1,1433.84,3.665175518,27.17,8.15,6.9,10.0,2.3,False
0,891.48,1.202354245,14.33,5.54,6.83,9.48,11.9,False
0,550.0,3.458587459,58.75,7.73,1.52,8.54,26.9,False
1,1663.43,3.611083662,38.33,10.0,9.0,8.08,9.1,False
0,1572.19,1.0,37.99,6.96,4.71,2.32,26.71,False
0,1837.05,2.772308088,24.54,6.73,7.9,2.61,14.15,False
1,1635.34,3.506032498,32.5,10.0,5.58,7.15,7.25,False
0,732.98,1.516484049,24.02,2.62,0.52,6.99,32.34,True
0,550.0,1.0,30.13,8.82,6.3,5.44,3.87,False
0,550.0,3.565022541,32.06,6.07,4.69,9.16,18.45,False
0,1188.27,1.0,13.98,5.53,6.98,10.0,14.23,False
0,667.55,2.311452731,34.58,6.39,5.3,3.92,21.24,False
0,550.0,1.0,3.85,10.0,4.85,6.16,17.19,False
0,1262.83,1.301229666,46.48,4.57,4.92,1.3,21.21,False
