SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Windows,PreviousSalePrice,Garage
1325.57,2.663115352,3,793.98,2.07,9.06,51.99,24.83,99.9,1.63,7.06,5.73,3.93,28,537940.8121,0
1547.53,1.599636463,3,455.17,24.62,7.69,15.39,10.86,96.96,1.86,8.18,9.89,7.16,17,468310.7527,0
1025.38,2.402277253,5,624.94,19.95,6.68,26.39,3.32,99.52,1.17,8.46,4.28,4.19,23,672945.6715,0
1083.43,3.725517824,4,514.85,36.18,5.97,20.74,12.59,91.29,2.25,5.55,1.73,4.89,11,433425.1689,1
1883.16,3.399396856,2,84.5,10.83,5.87,48.97,4.14,98.74,1.78,6.63,7.72,7.65,12,473083.472,1
550.0,3.108462395,4,1101.59,8.8,9.06,45.26,1.29,98.7,1.44,5.22,4.95,4.9,18,268055.7881,0
1552.76,2.965501402,3,781.32,36.57,7.49,6.2,4.56,89.28,1.27,6.87,5.82,9.7,24,496563.707,1
1254.64,3.814208481,2,483.97,10.07,6.85,22.78,16.21,94.79,1.08,8.67,9.37,7.92,4,349963.7862,1
1383.97,1.0,4,392.49,25.34,10.0,39.92,8.43,94.59,1.23,8.55,6.2,6.98,10,402379.1309,0
550.0,3.49645455,4,1103.13,33.7,5.31,39.97,1.25,94.73,1.98,2.99,9.72,6.06,5,310980.7771,0
813.95,1.0,4,923.03,52.5,8.29,18.46,5.62,95.14,1.06,4.99,4.12,5.35,4,243267.6447,1
1588.03,2.43644941,3,124.47,5.1,10.0,32.94,10.23,99.9,1.71,6.64,2.86,4.17,24,522687.9463,1
2097.51,4.41833102,3,882.41,18.33,9.18,7.47,24.52,99.9,1.0,7.55,10.0,7.68,8,595778.2723,0
1312.27,3.509860677,2,683.85,28.05,6.0,86.38,3.18,95.61,1.53,5.38,1.8,2.91,9,479908.5729,1
1001.8,2.172002994,4,904.57,23.34,8.27,58.05,4.44,92.17,0.64,5.69,6.43,3.77,13,712913.11,0
1624.02,2.092767281,3,347.64,9.1,7.8,67.38,15.4,90.63,2.21,5.19,5.67,7.54,19,430769.0248,0
1484.12,1.070599806,4,575.78,54.78,4.28,51.19,5.03,97.42,0.42,4.44,5.03,4.33,12,662979.0623,0
1479.88,1.073951299,4,732.06,27.75,8.7,48.64,2.82,90.55,2.3,7.4,10.0,7.75,14,433972.6782,1
1352.22,3.081210009,4,180.84,0.63,9.85,91.29,15.8,99.7,0.96,7.31,6.79,6.42,21,715206.9031,1
1756.7,1.0,4,620.18,19.94,9.87,17.55,33.2,90.68,1.77,6.02,8.97,7.87,12,359672.6264,1
833.44,1.648107467,3,80.76,51.76,5.44,47.19,6.16,99.9,1.52,6.57,8.29,7.11,13,209517.8884,0
1496.53,1.0,5,249.92,17.41,6.9,12.95,28.46,87.78,1.73,5.63,5.41,4.13,17,456520.3289,0
594.02,2.430650909,3,673.19,31.53,4.79,71.99,6.3,93.7,1.29,4.03,1.93,5.29,11,281893.7416,0
2191.53,1.577198266,4,721.93,41.0,3.58,28.38,4.0,87.49,0.75,6.72,2.48,5.29,16,754514.7105,0
550.0,2.623495204,5,759.08,30.7,8.08,21.15,11.49,98.11,1.72,7.2,5.11,3.78,37,367842.3079,0
1489.29,3.347582506,3,489.36,21.6,7.43,40.28,6.9,99.9,0.71,7.17,2.6,4.8,11,574896.4722,1
1418.84,1.13741624,3,310.79,29.19,5.99,46.61,11.34,99.9,0.59,4.76,7.66,7.81,20,307872.0789,0
1198.23,1.858242636,4,570.11,31.39,5.76,36.2,13.0,85.63,1.01,6.47,1.61,5.42,28,338412.9055,0
1591.04,2.806040599,3,437.0,33.29,9.4,59.34,4.36,88.13,1.83,7.45,4.9,7.76,13,376414.6831,0
1546.52,2.451480384,3,1163.94,39.93,9.04,50.75,4.53,92.57,1.43,6.25,5.64,10.0,18,390662.0639,0
1275.86,1.408279007,4,509.48,32.84,8.46,27.2,11.97,99.52,1.78,7.68,7.28,9.37,18,315186.6074,0
1885.58,2.716540012,2,11.95,2.94,9.82,10.71,23.91,88.08,1.56,8.57,8.67,6.28,13,369071.5378,1
1227.87,3.898936682,5,687.69,4.82,10.0,67.44,12.36,98.39,0.82,8.82,10.0,10.0,14,735828.2472,0
1236.55,1.878664351,3,305.73,41.27,8.96,87.29,5.26,96.03,2.26,7.64,6.8,7.4,7,315676.3607,1
550.0,3.11877006,4,933.51,49.59,10.0,31.22,29.38,97.54,1.79,6.84,7.23,7.61,13,386350.5862,0
1517.06,4.031468858,3,358.89,54.34,6.98,34.09,4.52,99.9,2.19,8.58,5.32,5.18,20,487666.5675,0
1608.32,1.753059973,3,1111.4,32.16,9.3,32.37,14.37,93.45,1.53,5.25,0.5,6.18,11,292657.6862,1
1909.91,2.342434738,5,624.88,23.62,7.3,57.97,20.02,98.82,2.09,9.72,6.62,6.75,16,503804.0208,1
1382.19,2.758978755,4,1072.57,28.28,7.21,124.68,9.48,93.63,2.69,7.18,3.36,2.49,12,563750.7157,0
970.38,2.717602416,3,240.92,24.6,6.78,87.23,16.58,91.83,1.22,6.58,4.66,6.04,11,396735.0564,0
746.96,2.872853296,2,335.93,26.65,2.76,17.1,5.4,87.14,1.86,2.94,4.91,6.0,14,268979.6668,1
2670.46,1.0,4,677.61,22.08,5.97,78.43,5.65,92.94,1.02,4.93,1.36,3.08,8,423431.9405,1
927.23,3.076841003,5,675.93,16.65,8.27,31.76,6.73,95.29,1.42,7.94,10.0,5.11,11,716620.3418,1
1682.91,1.951373251,4,362.53,8.53,9.46,99.33,8.77,90.74,1.38,3.61,4.48,2.99,24,364045.8181,0
859.22,2.852049712,4,933.22,32.85,6.8,28.73,0.68,98.04,2.14,6.85,7.23,4.52,5,307951.4,0
915.54,3.231895691,4,641.04,13.59,6.79,3.98,13.75,88.11,1.39,6.11,9.67,8.79,15,451581.8526,1
1044.36,1.0,4,604.53,44.41,7.28,37.46,9.71,91.29,1.04,4.46,5.37,5.82,12,253054.2148,0
1427.49,2.126220956,4,655.98,8.02,9.63,43.87,11.41,96.88,1.04,8.07,10.0,8.93,16,409973.977,1
839.29,1.450624127,5,787.77,20.54,8.5,69.04,36.28,92.94,0.53,5.91,10.0,9.27,15,406615.1874,0
1411.68,3.440220345,4,607.98,0.74,9.43,39.58,28.64,88.41,1.46,6.39,3.5,3.86,32,650109.2547,0
1463.53,2.115885049,3,810.13,31.02,3.88,55.85,10.79,88.99,0.9,9.19,10.0,7.98,24,359181.5114,1
611.55,2.680082585,3,846.64,35.99,4.26,145.4,51.3,99.9,1.94,4.57,5.04,8.3,20,252792.5487,0
2073.56,1.509948173,4,658.55,42.09,5.39,2.51,11.71,93.44,1.29,4.41,8.24,7.07,32,468856.5017,1
1703.4,2.163048988,2,9.33,63.64,10.0,29.32,14.54,91.14,0.82,4.22,5.78,8.39,13,427744.31,1
1087.46,1.0,5,700.07,44.97,8.68,85.13,8.04,96.55,1.89,6.84,4.67,4.89,17,307985.2589,1
1941.44,1.605345786,4,28.23,39.35,6.62,3.18,6.73,98.42,1.18,2.76,7.37,5.51,11,445847.912,1
985.05,2.476443205,3,724.3,59.09,5.53,40.17,16.39,95.04,1.52,5.93,6.43,8.43,17,345055.5344,1
1062.4,3.219273388,3,613.88,49.0,4.69,38.73,9.35,99.9,1.16,5.96,7.8,6.32,6,272358.6439,1
645.31,3.831097406,4,554.56,39.0,8.88,26.36,5.85,90.34,1.34,6.64,9.56,7.84,6,429435.9439,0
767.25,1.0,5,25.4,21.67,7.63,56.11,18.14,94.33,1.98,4.4,8.7,4.66,13,388230.8962,1
932.28,1.129672446,4,432.85,42.17,3.76,125.96,7.04,90.84,1.78,6.89,10.0,6.49,9,296122.4508,0
1039.35,2.448497659,3,650.54,8.56,7.07,10.92,4.75,86.62,1.33,3.39,7.35,7.31,10,387538.7079,0
1809.96,2.46115053,6,826.48,39.12,7.23,67.94,8.12,93.36,1.37,8.07,9.0,4.93,21,657827.0912,1
1303.39,1.0,4,11.32,32.55,8.01,46.47,21.42,97.04,1.22,6.97,7.95,9.71,15,314885.0051,0
1765.4,1.93449809,3,253.74,40.56,7.43,49.43,17.42,99.9,2.33,7.0,3.62,5.78,5,380183.9376,1
1575.45,2.473301495,3,418.74,20.99,6.02,15.33,13.63,87.91,0.99,7.49,5.8,2.39,3,562966.6891,0
1551.28,2.563582951,4,443.14,47.68,8.93,3.39,6.16,94.93,2.18,6.58,3.67,6.45,7,396006.4445,0
550.0,3.63608268,3,656.65,20.3,6.69,54.93,18.14,95.13,1.41,6.02,5.82,7.12,24,429132.6764,1
661.87,3.467670295,4,752.58,44.14,4.69,26.02,17.95,98.94,0.45,5.14,10.0,9.21,18,379490.2825,0
1533.92,3.765853948,4,552.13,46.58,7.08,25.51,13.71,79.09,1.26,3.95,6.02,4.5,37,487705.6906,1
1534.65,1.064910534,3,1016.86,31.14,7.95,41.16,9.93,96.3,1.82,6.86,3.38,7.54,15,251874.8245,1
1538.81,4.731176421,2,624.72,17.4,8.12,42.38,13.5,96.73,1.55,7.22,9.12,8.4,18,440634.7062,1
850.67,2.658915312,3,356.65,43.89,8.29,68.68,0.37,94.9,1.23,5.77,8.09,9.33,14,311922.8868,0
1197.9,2.909309193,3,617.49,41.0,3.13,93.99,31.18,92.84,1.85,6.58,1.73,4.61,8,208651.7175,0
862.47,2.493079184,4,443.15,39.0,5.03,46.08,22.67,89.95,2.03,8.02,5.65,6.5,14,369756.7116,1
587.88,3.642300661,3,421.5,47.85,5.32,65.7,8.49,90.19,2.25,4.57,0.66,2.92,7,301890.1958,1
1442.57,1.876799715,2,305.96,24.7,6.24,8.56,16.9,88.1,1.26,5.63,8.29,1.7,20,409600.1429,0
550.0,1.915741684,4,262.5,66.56,5.59,13.19,22.56,96.38,1.25,3.8,5.32,5.14,15,210191.7816,0
550.0,2.266691686,5,190.27,59.38,10.0,32.31,1.09,97.83,1.25,5.48,9.69,6.73,17,472388.0923,0
1195.22,2.379637518,4,914.73,43.56,5.8,12.18,24.26,93.12,2.19,5.34,7.52,5.14,22,332149.9444,0
1545.13,3.611388515,4,163.93,55.25,8.9,24.35,25.07,98.78,0.98,10.0,9.5,6.65,19,679568.774,0
1126.88,1.691232305,3,815.71,13.18,6.82,66.91,41.22,99.9,1.27,5.79,2.77,5.02,12,284735.4916,0
1701.13,1.0,4,802.55,46.04,6.85,19.85,20.53,99.9,1.57,7.4,2.35,7.6,17,408506.9672,0
1134.63,3.189209904,4,658.33,8.53,10.0,32.34,6.18,89.62,0.27,7.68,0.99,5.06,10,485899.161,0
1856.44,2.395468818,2,309.01,29.04,5.71,23.68,18.85,95.96,0.98,5.31,5.4,5.39,16,314891.9608,0
944.48,3.730760978,3,360.88,37.29,5.99,6.06,6.72,99.9,1.44,7.88,5.48,5.28,14,450935.4829,1
873.55,1.150033892,3,481.13,60.73,4.68,10.23,12.46,96.94,1.76,5.06,8.57,5.8,16,377162.1303,0
846.32,1.0,3,411.26,50.98,5.03,16.75,0.44,93.25,1.26,4.16,8.23,5.62,9,221033.9943,0
1005.4,2.572070549,2,382.25,2.75,5.47,90.73,3.22,86.84,1.14,3.99,10.0,7.12,12,168211.8473,0
856.67,3.674270929,3,669.49,34.59,6.2,104.25,9.06,97.56,1.54,3.14,6.46,7.85,33,216107.0988,1
588.25,3.185778228,5,654.63,47.94,7.95,48.41,9.02,88.71,1.44,5.2,7.68,7.74,24,468549.4808,0
1063.0,3.121124516,4,224.74,57.09,4.52,68.02,6.99,88.11,1.7,5.74,0.8,6.06,4,400619.3137,0
2468.58,2.689370726,3,819.54,61.91,6.22,66.1,13.04,88.0,0.72,5.89,1.31,6.24,16,551555.7768,1
1218.77,3.169519035,3,60.66,26.54,8.17,32.93,3.14,99.9,1.8,2.88,10.0,10.0,29,555419.4024,1
550.0,1.773929937,3,452.68,15.59,5.42,4.33,26.27,86.83,2.22,2.51,6.31,9.22,21,204650.7395,0
1198.32,4.021616606,4,718.68,19.87,7.0,41.05,23.14,99.58,1.93,8.06,5.36,8.55,20,744935.5279,0
661.11,2.775331157,4,400.51,44.34,8.26,13.16,13.2,92.13,0.36,4.09,3.88,7.05,18,289175.2005,1
1791.41,1.0,5,584.62,45.68,7.49,80.21,11.7,93.87,1.84,5.24,7.56,5.44,18,642660.1731,0
1214.26,2.249981105,3,608.01,13.04,6.65,29.49,2.39,87.96,0.96,4.7,5.64,4.81,13,362530.6983,1
1637.2,1.0,3,332.56,14.58,7.01,60.88,4.85,92.75,1.39,3.12,1.5,5.63,12,263026.312,0
1055.31,2.411380714,5,203.97,53.58,10.0,86.51,12.19,89.73,1.34,2.72,8.25,6.69,26,305598.0718,0
1215.43,2.226951959,5,114.55,25.14,8.95,33.75,12.0,92.57,2.18,5.25,2.96,4.04,9,441603.7678,0
1535.89,2.870609621,1,41.47,32.61,6.6,6.54,0.29,94.7,1.53,6.27,3.27,5.87,14,450037.645,0
1105.63,1.195203689,3,248.03,6.11,7.28,30.33,41.4,93.37,1.99,6.36,8.64,7.48,16,176242.6279,0
945.19,1.0,4,266.94,7.87,6.99,32.67,15.37,97.37,0.96,5.1,8.95,7.42,21,224786.7481,0
1680.2,1.02652526,4,1082.68,4.08,9.18,4.19,15.27,89.69,1.19,7.52,6.18,7.22,12,671772.4062,1
1651.12,1.0,2,636.95,34.46,5.98,25.21,0.96,91.49,1.53,8.34,7.1,5.97,9,343152.4008,0
1524.87,1.0,3,490.03,52.56,6.46,79.78,9.63,95.24,1.94,5.52,7.62,6.72,8,186135.1353,0
868.88,2.812234546,3,361.31,54.28,7.03,129.78,13.05,99.9,1.31,5.72,6.25,5.39,2,279237.6018,1
720.33,1.936680919,4,550.78,25.88,7.88,26.14,0.83,95.38,1.53,3.67,10.0,5.69,11,277091.1304,1
1528.82,3.637801014,3,377.02,21.15,9.83,19.88,23.76,92.05,0.17,7.05,4.62,6.53,47,450139.0652,1
1016.92,2.089748088,3,255.18,26.51,5.46,15.09,12.43,96.81,1.05,4.44,4.25,5.28,19,215788.8395,1
550.0,2.75291306,4,330.87,26.96,6.43,20.97,20.08,98.45,1.09,3.8,6.73,7.58,22,358359.6519,1
1090.36,2.563796733,4,178.33,10.7,8.53,15.44,11.13,92.35,2.07,2.68,8.96,8.4,7,406840.1694,1
1834.27,1.0,4,442.13,5.16,7.01,26.65,8.93,96.45,0.8,5.3,6.49,5.46,39,414883.8699,1
1594.72,2.740509299,4,571.57,11.42,10.0,50.8,19.57,98.07,1.08,9.5,10.0,8.21,9,680752.6492,1
1375.85,1.458095606,4,586.85,25.38,8.25,60.77,2.98,92.71,1.53,5.43,10.0,8.96,16,665018.5383,0
1616.97,3.167565509,4,418.23,19.05,5.79,79.66,1.12,97.52,2.69,3.97,3.49,6.33,17,476373.9145,0
1302.08,3.287337664,3,520.44,32.03,8.26,19.48,18.01,89.41,1.79,7.86,10.0,7.66,17,318276.4491,0
1662.42,3.101809831,4,890.84,51.46,8.95,32.28,8.06,99.9,1.49,5.62,7.67,7.18,14,494571.7134,0
1739.49,2.776479404,2,637.75,52.17,7.9,51.77,3.82,99.9,1.04,6.6,10.0,7.46,33,450220.1592,0
1212.97,1.828237036,4,663.54,8.45,7.82,26.2,20.71,95.62,1.02,7.63,2.93,4.83,27,652068.429,1
2137.72,1.698082102,3,274.36,11.07,8.32,0.39,10.32,88.29,0.05,5.42,6.07,4.57,20,635654.2167,1
1233.62,3.619336259,4,318.84,9.99,8.52,7.77,4.66,82.77,1.23,7.97,8.69,8.94,19,784418.0475,1
779.4,1.299746027,5,416.12,40.4,6.23,81.69,21.52,86.53,0.73,3.08,7.1,4.52,13,398492.6177,1
550.0,1.945633121,4,241.56,24.63,5.47,75.28,16.22,95.57,1.73,4.58,2.93,4.98,11,249133.379,1
1486.55,1.430571518,4,781.75,25.92,8.14,87.25,5.74,95.18,1.86,6.45,6.84,6.84,15,377296.2196,0
662.53,2.159927669,2,26.01,46.56,7.5,8.74,19.9,99.9,0.61,7.49,6.55,8.34,26,181634.651,1
1305.92,1.0,5,427.58,21.84,7.99,55.74,6.17,94.18,2.25,6.94,6.97,6.87,20,318225.4129,0
897.36,1.574193979,4,178.94,32.59,7.02,44.53,9.15,96.04,2.18,6.56,3.96,2.22,29,222769.8443,1
1505.34,3.019393022,2,584.56,47.24,7.67,44.81,10.4,93.79,1.48,3.99,7.22,10.0,25,272006.1005,1
1383.05,2.302008888,2,554.52,50.06,10.0,11.15,4.94,90.29,0.79,7.16,4.43,3.99,-1,590854.846,0
550.0,1.558502501,5,1021.67,23.11,5.59,19.74,31.25,90.16,2.16,5.27,7.68,4.48,30,474318.7244,0
837.79,3.709596935,2,745.25,31.19,3.91,57.67,27.11,91.7,1.12,5.06,5.37,5.46,63,310392.0043,0
1218.44,1.702122157,3,600.08,19.22,6.85,52.46,36.65,96.75,1.91,6.52,4.8,5.82,20,415490.1067,1
1639.62,2.437237309,2,3.19,8.8,6.85,30.37,20.95,97.57,0.97,4.34,8.96,4.94,15,444390.5746,1
1008.63,1.0,3,371.12,20.61,1.37,5.77,25.71,93.61,1.52,2.93,7.93,6.62,13,228548.0198,1
1569.6,1.480978978,3,162.21,7.71,8.69,11.62,27.94,91.87,1.36,3.38,3.87,5.68,17,446237.4785,1
1190.2,1.671230273,3,670.03,29.32,5.74,59.45,5.15,87.59,2.44,6.68,6.24,5.08,13,296759.7975,0
1252.22,1.061756463,3,138.55,11.34,9.57,25.29,13.2,99.9,1.72,7.35,9.43,7.88,15,389953.1122,0
1168.86,2.429073895,2,288.52,37.34,5.84,15.84,19.61,95.18,1.3,6.55,6.3,4.48,12,167034.1941,1
746.94,2.297286038,3,501.69,11.87,8.5,32.91,27.34,90.89,1.36,6.4,6.94,7.14,-2,280558.0226,1
1596.19,1.0,4,735.47,0.16,9.51,22.51,10.8,96.98,1.03,5.36,7.95,9.31,6,443263.0323,0
1128.8,1.27278784,3,319.12,25.33,4.06,72.41,52.07,93.3,1.24,3.72,10.0,8.15,18,322022.7647,0
550.0,1.049056045,1,871.99,46.46,2.92,60.87,36.57,99.9,1.31,3.63,9.09,7.5,9,268343.9975,1
2229.45,3.008798315,4,889.08,50.44,10.0,53.9,6.3,99.9,1.88,8.34,7.11,6.43,13,787161.2284,0
1009.7,2.48285994,3,770.03,32.11,7.14,62.35,17.08,92.1,0.83,8.12,0.31,4.16,24,436917.2906,0
1314.1,2.685641435,4,1209.42,31.21,6.41,16.76,12.12,88.17,1.4,4.16,6.31,8.0,8,479006.0791,0
662.93,3.797549296,3,989.58,3.64,8.04,17.44,28.81,96.54,1.14,6.81,10.0,9.42,15,280553.3259,0
1307.78,2.598814392,3,755.8,5.95,10.0,1.72,14.04,93.84,1.24,9.4,10.0,9.77,12,328655.7388,1
1786.01,3.381903578,4,29.69,45.67,10.0,25.17,22.74,98.06,1.04,7.69,10.0,4.72,11,615730.1135,0
1125.23,2.879806468,4,276.16,38.18,8.43,82.42,16.28,95.88,1.67,4.91,7.94,6.95,6,340273.6214,0
550.0,2.657590041,4,282.17,37.25,7.16,78.8,12.19,95.99,1.4,2.66,5.99,6.48,8,220434.9981,0
944.74,2.211420114,4,21.02,62.6,7.16,115.25,18.31,84.5,0.98,7.26,10.0,8.36,4,370310.2825,0
1167.52,1.940846155,4,414.24,38.18,4.66,30.2,36.04,99.68,1.28,7.1,10.0,7.42,11,442920.1756,0
1581.99,2.288002864,4,971.33,12.2,6.56,73.96,11.8,99.9,1.28,7.6,3.75,3.46,5,588706.1492,0
911.18,1.605692896,3,938.78,55.34,8.12,4.54,34.5,95.44,1.2,5.31,4.49,2.95,22,190092.345,0
1706.41,2.132458556,4,695.72,33.02,8.45,33.9,20.86,97.16,0.61,6.99,6.52,8.77,9,461722.6922,0
560.07,1.083233099,5,428.93,25.01,7.11,53.63,19.48,99.9,1.33,2.94,6.91,5.61,13,260452.629,0
1477.74,1.0,5,110.94,52.85,8.19,46.9,2.29,89.91,1.65,5.8,3.08,5.79,24,445912.1067,1
1472.52,3.94831851,2,416.25,44.74,5.96,80.42,26.52,91.75,2.11,7.2,8.86,5.48,26,375594.8275,0
851.92,1.334219283,3,558.47,12.62,5.08,38.99,9.45,93.55,1.22,2.03,5.77,6.44,34,347963.9645,0
1207.93,1.0,4,449.39,3.65,7.59,54.12,16.04,94.95,1.66,4.44,5.38,4.89,35,400353.0931,1
1190.85,1.999828764,2,1137.73,30.75,7.22,111.7,22.38,90.98,0.13,5.55,6.87,7.01,21,262399.431,0
1238.53,3.053706147,3,427.79,42.94,6.8,90.67,7.42,99.9,1.49,5.44,9.34,5.24,8,301336.8312,0
1297.08,1.0,5,761.2,58.74,7.99,13.67,37.69,89.6,1.92,4.74,6.79,4.99,19,403094.2545,0
613.39,1.070282307,4,1089.55,16.23,6.45,49.28,37.04,99.46,3.25,4.63,7.67,5.11,17,195907.0547,1
550.0,1.0,1,797.71,37.65,6.53,32.96,32.42,92.23,1.15,2.93,7.04,7.23,15,262887.0514,0
1967.39,3.296248552,2,297.81,23.46,6.33,23.54,4.72,99.9,1.31,7.57,5.53,7.05,15,584296.5703,0
980.7,2.690343791,5,971.62,22.44,8.24,11.42,13.4,87.36,1.66,5.02,5.2,7.16,21,335832.274,0
1558.28,1.580635708,4,1044.53,8.58,9.53,27.23,4.62,87.25,1.39,7.34,9.83,9.18,60,448783.5098,1
2054.95,2.152937118,3,734.76,55.79,8.08,64.74,3.06,93.78,1.25,10.0,3.94,5.96,25,594943.5152,1
1333.09,2.864549841,2,646.26,36.05,6.17,43.47,5.81,92.72,1.12,7.56,6.39,5.63,8,297765.8886,0
2115.68,1.969607048,3,982.06,37.08,6.38,70.14,40.41,90.43,1.8,6.79,8.93,7.88,18,427282.1746,1
834.25,2.487854227,4,103.32,30.12,6.22,50.16,23.91,89.28,1.42,7.4,4.89,6.6,15,338976.813,0
1639.0,3.138884105,5,261.29,37.23,10.0,6.98,7.17,99.9,2.08,10.0,7.69,5.04,11,736854.4836,0
1748.79,3.965920533,5,332.43,42.26,9.54,39.31,23.17,98.48,0.52,8.72,5.57,5.83,14,536730.7882,1
2249.93,2.833854697,4,171.26,46.21,8.38,16.29,7.52,96.55,1.26,7.98,8.76,9.22,12,792359.1027,1
1789.18,4.740971647,3,1146.37,23.52,5.67,104.26,20.6,96.63,1.43,5.79,7.94,6.65,25,675886.9866,1
2122.41,3.772172218,3,68.76,27.2,8.84,15.19,20.23,88.68,1.16,7.15,6.91,7.96,10,563649.7637,0
1068.87,1.884338799,3,1202.95,15.14,5.54,26.39,21.71,93.85,1.75,5.17,1.69,4.02,13,179551.6698,0
940.83,2.836441186,4,537.0,28.29,6.99,90.2,32.42,92.31,1.76,4.47,10.0,8.85,21,600192.3138,0
1242.76,3.143951015,5,351.61,70.57,6.81,36.03,26.88,87.91,2.17,4.52,2.18,6.63,16,452685.4072,0
711.07,2.233267113,3,809.8,44.44,3.94,13.09,35.83,94.07,0.78,2.04,5.28,5.72,18,279970.954,0
1379.86,2.072580543,3,599.2,5.79,8.59,66.8,14.53,95.13,1.09,5.94,5.71,7.7,13,480803.9879,0
1052.51,2.299662667,3,374.26,36.22,6.87,76.88,30.58,86.59,0.35,5.0,5.65,5.15,12,273678.0794,1
1588.95,1.0,3,587.24,62.59,3.4,42.69,10.2,85.52,0.94,4.12,6.13,8.69,12,335136.0728,0
1540.47,1.0,4,905.76,20.62,10.0,46.68,20.68,99.9,1.43,9.57,9.82,6.66,40,371490.9475,0
1463.68,1.326067674,3,953.69,14.2,7.72,25.46,13.29,88.65,1.67,7.32,7.59,6.89,13,313996.1021,0
1625.08,2.519039286,5,623.39,11.46,9.0,7.99,22.92,91.71,1.18,6.36,8.49,7.72,43,729588.0304,0
1425.85,1.169170551,4,819.64,9.59,9.35,65.96,26.44,90.99,1.95,6.27,7.55,7.08,17,322615.6366,1
550.0,3.354694913,4,535.11,28.57,9.6,21.35,4.71,89.77,1.19,5.7,2.73,2.63,15,294755.6216,1
1681.9,2.420030579,4,455.82,40.26,8.36,36.77,20.5,95.97,2.03,8.41,0.0,1.94,7,677917.9588,1
550.0,1.304654498,3,378.06,6.33,6.07,40.35,41.07,88.21,1.97,0.05,3.59,5.45,24,199366.6899,1
1754.53,1.0,4,273.92,19.18,7.6,33.38,20.8,94.7,0.53,6.92,6.81,4.97,8,510966.5371,0
1541.12,2.917828041,5,342.48,34.69,9.82,52.64,34.17,94.41,1.75,6.29,9.09,9.74,10,745925.0583,0
1400.76,1.310996916,3,535.98,7.13,6.5,19.01,8.13,95.93,1.12,4.3,5.29,3.91,5,223043.6377,1
1837.05,2.772308088,4,449.08,24.54,6.73,39.93,14.15,98.66,1.19,7.9,2.61,5.11,16,749603.6028,0
1134.91,1.934008121,4,395.58,66.85,6.23,136.14,9.65,97.29,2.44,5.41,3.8,7.64,33,337452.8506,1
2398.23,1.954096496,5,717.29,51.98,9.23,11.96,24.16,96.87,2.12,6.04,4.72,3.13,14,771160.1723,1
1349.32,1.206595497,2,846.47,27.37,8.44,38.11,22.02,99.9,2.18,7.41,10.0,9.1,24,231730.7905,0
1103.76,3.167094449,2,562.92,50.24,4.28,9.8,3.27,95.14,1.52,5.03,3.75,6.3,15,261661.6213,0
879.48,3.285003421,4,663.46,27.8,8.79,10.4,6.69,99.9,1.54,4.86,4.75,7.27,14,290733.9099,0
1045.03,2.969448316,3,208.95,21.41,9.12,20.93,3.4,99.9,2.52,6.21,2.64,3.18,20,350335.7623,1
711.62,1.8970336,5,584.84,15.09,10.0,17.46,2.49,96.13,1.47,4.27,6.01,4.77,29,237651.7058,1
1337.46,1.912108815,3,564.81,3.33,9.31,48.93,11.61,99.41,1.72,9.77,10.0,8.24,11,365171.6204,1
1524.6,3.289399618,3,692.77,22.52,9.65,7.79,5.09,89.33,1.22,7.69,6.19,4.45,12,410803.8628,1
550.0,3.266299064,4,400.1,6.52,9.56,27.84,2.72,97.01,1.29,3.69,9.99,7.91,41,291063.2108,0
1331.4,1.392339529,4,554.89,8.65,6.0,81.42,1.28,98.69,1.82,6.84,8.13,9.87,18,366021.8892,0
1214.53,3.208856043,2,1114.58,37.46,8.47,76.84,16.63,99.36,1.15,8.38,6.52,7.43,17,430089.4976,0
1523.24,1.90435971,4,25.07,26.5,8.57,36.05,2.13,99.43,1.81,9.32,7.31,4.06,12,629937.6711,0
1077.67,3.281676625,3,603.2,60.19,7.8,19.94,1.17,96.39,1.54,4.25,6.09,2.95,34,305521.7101,0
1709.18,3.12676117,4,650.0,17.32,10.0,11.68,6.24,99.9,1.24,10.0,7.32,7.02,13,740353.4994,0
1443.58,2.12176107,3,281.3,15.55,9.37,62.09,0.36,98.32,0.76,3.3,9.93,6.23,36,532554.6568,1
885.92,2.359795125,3,528.28,38.86,6.68,35.15,25.29,90.66,1.07,6.25,7.29,8.03,21,452953.4969,0
574.1,2.38636649,3,464.9,28.43,3.13,47.5,7.9,84.86,1.23,0.99,5.33,4.12,34,269969.5656,0
965.69,2.995738568,4,657.99,55.69,7.95,83.45,13.75,98.09,2.33,4.97,8.89,7.77,9,495897.6888,0
1162.05,1.0,3,342.03,39.65,5.07,17.54,11.56,89.28,1.01,3.99,2.4,4.91,15,255680.9145,0
1672.22,3.664116677,4,527.91,60.17,8.79,47.92,11.15,98.19,1.29,4.64,6.92,7.1,10,761087.4041,1
550.0,3.026506276,3,291.25,3.82,9.5,21.19,2.59,99.9,0.96,5.9,8.17,7.13,14,294234.743,0
696.83,1.0,3,445.12,32.0,6.88,19.38,40.73,89.96,0.14,6.35,5.27,8.33,11,183092.573,0
1032.15,2.526880827,3,645.53,64.88,2.31,9.14,36.42,89.81,2.05,6.06,10.0,4.8,10,296477.3664,0
