EmployeeNumber,Age,Tenure,Turnover,HourlyRate ,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn
8056,49,13,Yes,$51.83 ,40,Salary,107806.4,7,Information Technology,Male,Married,3.0,25.0,Mail Check,Yes
8059,31,1,Yes,$27.32 ,40,Salary,56825.6,88,Laboratory,Male,Married,1.0,22.0,Mail Check,Yes
8060,25,3,Yes,$20.93 ,40,Salary,43534.4,12,Healthcare,Female,Married,2.0,24.0,Direct Deposit,Yes
8062,60,9,No,$64.99 ,40,Salary,135179.2,11,Information Technology,Male,Married,9.0,9.0,Mail Check,Yes
8063,39,3,Yes,$70.53 ,40,Salary,146702.4,37,Research,Male,Divorced,8.0,20.0,Mail Check,Yes
8065,31,5,No,$29.92 ,40,Salary,62233.6,32,Sales,Female,Married,3.0,9.0,Mail Check,Yes
8067,50,8,No,$59.03 ,40,Salary,122782.4,22,Human Resources,Female,Married,2.0,24.0,Mail Check,Yes
8069,31,1,No,$23.12 ,40,Salary,48089.6,5,Human Resources,Female,Married,1.0,20.0,Mail Check,Yes
8070,44,17,No,$84.45 ,40,Salary,175656.0,35,Healthcare,Male,Married,8.0,5.0,Mail Check,Yes
8072,48,8,No,$77.47 ,40,Salary,161137.6,6,Manufacturing,Female,Divorced,3.0,15.0,Mail Check,Yes
8075,60,15,No,$97.55 ,40,Salary,202904.0,47,Research,Female,Divorced,2.0,15.0,Mail Check,Yes
8077,40,6,Yes,$32.40 ,40,Salary,67392.0,76,Research,Female,Single,7.0,9.0,Mail Check,Yes
8078,21,1,Yes,$21.20 ,40,Salary,3096.0,27,Research,Male,Single,1.0,10.0,Mail Check,Yes
8079,39,8,No,$44.47 ,40,Salary,92497.6,40,Human Resources,Male,Divorced,6.0,6.0,Mail Check,Yes
8081,37,4,No,$29.16 ,40,Salary,60652.8,52,Human Resources,Male,Single,6.0,8.0,Direct Deposit,Yes
8082,54,10,No,$88.38 ,40,Salary,283830.4,1,Human Resources,Female,Divorced,3.0,9.0,Mail Check,Yes
8084,39,7,No,$28.00 ,40,Salary,58240.0,90,Research,Male,Married,3.0,21.0,Mail Check,Yes
8085,43,19,Yes,$85.10 ,40,Salary,177008.0,83,Manufacturing,Female,Married,5.0,25.0,Mail Check,Yes
8087,35,2,No,$31.15 ,40,Salary,64792.0,57,Manufacturing,Female,Divorced,4.0,11.0,Direct Deposit,Yes
8088,40,8,No,$26.58 ,40,Salary,55286.4,25,Research,Male,Married,1.0,7.0,Direct Deposit,Yes
8090,43,11,No,$88.35 ,40,Salary,283768.0,75,Sales,Prefer Not to Answer,Married,6.0,20.0,Direct Deposit,Yes
8093,61,13,Yes,$48.48 ,40,Salary,100838.4,72,Manufacturing,Female,Married,3.0,16.0,Direct Deposit,Yes
8094,47,12,Yes,$41.54 ,40,Salary,86403.2,13,Marketing,Female,Single,6.0,21.0,Mail Check,Yes
8097,59,11,Yes,$73.53 ,40,Salary,152942.4,41,Sales,Prefer Not to Answer,Divorced,9.0,22.0,Mail Check,Yes
8098,58,15,Yes,$38.40 ,40,Salary,79872.0,2,Sales,Female,Single,5.0,5.0,Mail Check,Yes
8102,38,10,Yes,$63.62 ,40,Salary,132329.6,69,Research,Female,Divorced,2.0,9.0,Mail Check,Yes
8105,50,7,No,$51.04 ,40,Salary,106163.2,94,Human Resources,Male,Divorced,4.0,11.0,Mail Check,Yes
8106,55,10,No,$54.00 ,40,Salary,112320.0,73,Marketing,Female,Divorced,3.0,25.0,Mail Check,Yes
8107,50,11,Yes,$55.28 ,40,Salary,114774.4,68,Human Resources,Female,Married,2.0,12.0,Mail Check,Yes
8108,39,9,Yes,$70.41 ,40,Salary,146452.8,90,Laboratory,Female,Married,1.0,18.0,Direct Deposit,Yes
8110,30,8,No,$22.88 ,40,Salary,47590.4,4,Human Resources,Female,Divorced,3.0,22.0,Direct Deposit,Yes
8111,58,18,No,$39.22 ,40,Salary,81577.6,54,Sales,Female,Single,1.0,23.0,Mail Check,Yes
8112,31,7,No,$27.06 ,40,Salary,56284.8,54,Marketing,Female,Married,3.0,22.0,Mail Check,Yes
8113,58,12,Yes,$91.13 ,40,Salary,289550.4,99,Sales,Male,Married,1.0,7.0,Mail Check,Yes
8114,30,8,No,$28.39 ,40,Salary,59051.2,31,Laboratory,Male,Single,2.0,17.0,Direct Deposit,Yes
8116,45,18,No,$58.54 ,40,Salary,121763.2,21,Information Technology,Female,Married,4.0,15.0,Mail Check,Yes
8118,47,13,Yes,$83.10 ,40,Salary,172848.0,39,Human Resources,Female,Married,8.0,17.0,Mail Check,Yes
8119,39,9,Yes,$73.66 ,40,Salary,153212.8,88,Sales,Female,Married,9.0,16.0,Mail Check,Yes
8122,49,11,Yes,$71.83 ,40,Salary,149406.4,38,Research,Female,Married,9.0,12.0,Mail Check,Yes
8123,28,6,No,$23.78 ,40,Salary,49462.4,41,Sales,Female,Single,3.0,14.0,Mail Check,Yes
8124,41,10,No,$60.72 ,40,Salary,126297.6,29,Healthcare,Female,Married,6.0,19.0,Mail Check,Yes
8126,45,8,Yes,$50.83 ,40,Salary,105726.4,4,Healthcare,Female,Divorced,1.0,24.0,Mail Check,Yes
8128,50,8,Yes,$91.10 ,40,Salary,289488.0,97,Healthcare,Male,Married,3.0,16.0,Mail Check,Yes
8129,47,14,Yes,$61.39 ,40,Salary,127691.2,45,Information Technology,Female,Married,1.0,11.0,Mail Check,Yes
8130,42,1,No,$48.11 ,40,Salary,100068.8,58,Healthcare,Male,Married,7.0,15.0,Mail Check,Yes
8131,49,7,No,$58.38 ,40,Salary,121430.4,88,Research,Male,Divorced,3.0,10.0,Mail Check,Yes
8133,37,7,No,$26.43 ,40,Salary,54974.4,73,Manufacturing,Female,Single,2.0,9.0,Mail Check,Yes
8135,43,11,Yes,$35.87 ,40,Salary,74609.6,79,Manufacturing,Female,Divorced,2.0,10.0,Mail Check,Yes
8136,56,13,Yes,$81.15 ,40,Salary,168792.0,10,Sales,Male,Married,7.0,15.0,Mail Check,Yes
8138,52,19,No,$33.01 ,40,Salary,39540.8,15,Sales,Female,Single,9.0,23.0,Direct Deposit,Yes
8140,39,10,No,$79.08 ,40,Salary,164486.4,55,Sales,Female,Married,4.0,16.0,Mail Check,Yes
8141,26,3,No,$21.55 ,40,Salary,44824.0,49,Healthcare,Male,Single,1.0,24.0,Mail Check,Yes
8142,38,9,Yes,$29.00 ,40,Salary,60320.0,61,Research,Female,Divorced,6.0,11.0,Mail Check,Yes
8145,61,13,Yes,$69.27 ,40,Salary,144081.6,15,Healthcare,Female,Divorced,7.0,6.0,Mail Check,Yes
8148,46,12,No,$34.45 ,40,Salary,71656.0,92,Manufacturing,Male,Single,1.0,8.0,Direct Deposit,Yes
8149,44,11,No,$37.58 ,40,Salary,78166.4,33,Research,Female,Divorced,9.0,23.0,Mail Check,Yes
8150,49,20,Yes,$64.57 ,40,Salary,134305.6,69,Healthcare,Male,Married,5.0,17.0,Direct Deposit,Yes
8151,41,6,No,$57.58 ,40,Salary,133766.4,59,Marketing,Male,Married,7.0,15.0,Direct Deposit,Yes
8152,51,11,No,$90.66 ,40,Salary,288572.8,7,Information Technology,Female,Married,3.0,6.0,Mail Check,Yes
8153,41,2,No,$44.77 ,40,Salary,93121.6,68,Research,Female,Single,4.0,19.0,Mail Check,Yes
8155,30,5,Yes,$28.47 ,40,Salary,38417.6,73,Manufacturing,Male,Divorced,2.0,24.0,Mail Check,Yes
8156,30,5,Yes,$30.08 ,40,Salary,62566.4,73,Human Resources,Male,Married,2.0,23.0,Direct Deposit,Yes
8157,60,19,No,$54.17 ,40,Salary,112673.6,34,Sales,Female,Married,7.0,11.0,Direct Deposit,Yes
8158,36,4,Yes,$43.63 ,40,Salary,90750.4,76,Laboratory,Male,Divorced,5.0,21.0,Mail Check,Yes
8160,22,1,No,$17.90 ,40,Salary,37232.0,82,Sales,Male,Married,3.0,13.0,Mail Check,Yes
8161,39,8,Yes,$41.07 ,40,Salary,85425.6,63,Healthcare,Male,Divorced,6.0,22.0,Direct Deposit,Yes
8162,42,8,Yes,$96.33 ,40,Salary,200075.2,43,Human Resources,Female,Married,3.0,23.0,Mail Check,Yes
8163,36,2,Yes,$29.31 ,40,Salary,60964.8,64,Sales,Male,Single,5.0,13.0,Mail Check,Yes
8164,42,10,No,$35.54 ,40,Salary,73923.2,58,Information Technology,Female,Married,5.0,23.0,Mail Check,Yes
8166,61,11,Yes,$60.53 ,40,Salary,125902.4,10,Research,Female,Married,7.0,7.0,Mail Check,Yes
8167,36,3,Yes,$95.25 ,40,Salary,338120.0,33,Marketing,Male,Married,6.0,24.0,Direct Deposit,Yes
8168,40,4,Yes,$28.90 ,40,Salary,60112.0,10,Manufacturing,Female,Divorced,6.0,20.0,Mail Check,Yes
8169,40,10,Yes,$37.94 ,40,Salary,78915.2,45,Healthcare,Male,Married,6.0,10.0,Mail Check,Yes
8174,46,14,Yes,$53.35 ,40,Salary,110968.0,54,Sales,Female,Divorced,8.0,12.0,Mail Check,Yes
8175,36,10,No,$27.84 ,40,Salary,57907.2,58,Marketing,Female,Single,5.0,15.0,Mail Check,Yes
8178,59,20,No,$78.04 ,40,Salary,162323.2,88,Manufacturing,Female,Married,1.0,12.0,Mail Check,Yes
8179,22,1,No,$17.98 ,40,Salary,37398.4,24,Research,Male,Married,1.0,25.0,Mail Check,Yes
8181,51,20,Yes,$70.40 ,40,Salary,146432.0,47,Research,Male,Divorced,6.0,12.0,Mail Check,Yes
8182,32,9,Yes,$27.28 ,40,Salary,56742.4,5,Research,Female,Divorced,2.0,13.0,Mail Check,Yes
8183,38,4,Yes,$35.10 ,40,Salary,73008.0,87,Information Technology,Male,Married,1.0,23.0,Mail Check,Yes
8184,40,9,Yes,$32.40 ,40,Salary,67392.0,29,Laboratory,Female,Married,7.0,14.0,Mail Check,Yes
8188,59,15,No,$85.24 ,40,Salary,177299.2,46,Manufacturing,Prefer Not to Answer,Divorced,6.0,17.0,Mail Check,Yes
8189,48,20,No,$76.34 ,40,Salary,158787.2,0,Human Resources,Male,Married,3.0,25.0,Direct Deposit,Yes
8190,45,20,Yes,$52.12 ,40,Salary,108409.6,4,Manufacturing,Male,Married,3.0,16.0,Mail Check,Yes
8193,30,8,Yes,$26.23 ,40,Salary,54558.4,15,Information Technology,Male,Single,3.0,14.0,Mail Check,Yes
8195,32,7,No,$28.41 ,40,Salary,59092.8,33,Marketing,Male,Married,2.0,5.0,Direct Deposit,Yes
8196,37,5,Yes,$78.66 ,40,Salary,163612.8,14,Manufacturing,Female,Divorced,4.0,7.0,Mail Check,Yes
8199,23,1,Yes,$20.62 ,40,Salary,2889.6,5,Research,Male,Married,2.0,24.0,Direct Deposit,Yes
8200,46,18,Yes,$41.79 ,40,Salary,86923.2,29,Human Resources,Male,Single,3.0,5.0,Direct Deposit,Yes
8201,47,18,Yes,$58.04 ,40,Salary,120723.2,93,Sales,Male,Married,6.0,5.0,Mail Check,Yes
8202,32,8,Yes,$30.57 ,40,Salary,13414.4,90,Marketing,Male,Married,3.0,6.0,Mail Check,Yes
8204,57,6,No,$81.69 ,40,Salary,169915.2,6,Marketing,Male,Divorced,6.0,9.0,Mail Check,Yes
8208,28,6,No,$23.29 ,40,Salary,48443.2,87,Human Resources,Male,Single,3.0,11.0,Direct Deposit,Yes
8209,58,12,Yes,$68.15 ,40,Salary,141752.0,24,Human Resources,Male,Married,7.0,23.0,Mail Check,Yes
8210,32,7,No,$27.34 ,40,Salary,56867.2,20,Marketing,Male,Single,1.0,9.0,Direct Deposit,Yes
8212,53,20,Yes,$49.07 ,40,Salary,102065.6,60,Healthcare,Male,Divorced,6.0,25.0,Mail Check,Yes
8213,53,10,No,$45.76 ,40,Salary,95280.8,6,Sales,Male,Divorced,8.0,23.0,Direct Deposit,Yes
8215,45,19,Yes,$56.89 ,40,Salary,128331.2,92,Manufacturing,Male,Married,9.0,11.0,Direct Deposit,Yes
8216,60,11,No,$41.84 ,40,Salary,87027.2,38,Sales,Male,Divorced,5.0,19.0,Mail Check,Yes
8217,50,9,No,$97.98 ,40,Salary,203798.4,84,Human Resources,Female,Married,1.0,14.0,Mail Check,Yes
8221,56,18,No,$53.30 ,40,Salary,110864.0,22,Marketing,Female,Divorced,2.0,12.0,Mail Check,Yes
8222,23,1,Yes,$20.26 ,40,Salary,42140.8,6,Research,Female,Single,1.0,15.0,Direct Deposit,Yes
8224,36,10,Yes,$31.12 ,40,Salary,64729.6,40,Healthcare,Female,Single,1.0,14.0,Mail Check,Yes
8225,38,9,Yes,$63.65 ,40,Salary,132392.0,93,Research,Male,Married,3.0,10.0,Mail Check,Yes
8229,40,7,No,$27.78 ,40,Salary,57782.4,54,Laboratory,Female,Married,8.0,6.0,Mail Check,Yes
8232,34,1,Yes,$22.94 ,40,Salary,47715.2,17,Research,Male,Married,6.0,16.0,Mail Check,Yes
8234,40,8,No,$32.46 ,40,Salary,67516.8,36,Human Resources,Male,Divorced,4.0,6.0,Direct Deposit,Yes
8235,47,9,No,$97.58 ,40,Salary,202966.4,72,Sales,Female,Divorced,2.0,23.0,Direct Deposit,Yes
8238,41,7,No,$86.48 ,40,Salary,179878.4,28,Research,Female,Married,9.0,24.0,Mail Check,Yes
8241,46,7,No,$65.81 ,40,Salary,136884.8,49,Human Resources,Male,Married,6.0,22.0,Direct Deposit,Yes
8244,55,17,Yes,$47.25 ,40,Salary,98280.0,29,Research,Female,Divorced,4.0,13.0,Direct Deposit,Yes
8246,40,9,Yes,$80.32 ,40,Salary,167065.6,16,Information Technology,Female,Divorced,1.0,17.0,Mail Check,Yes
8247,43,17,No,$59.93 ,40,Salary,124654.4,41,Marketing,Male,Divorced,7.0,13.0,Direct Deposit,Yes
8248,42,9,No,$65.71 ,40,Salary,136676.8,25,Healthcare,Male,Married,4.0,18.0,Mail Check,Yes
8250,59,15,No,$66.80 ,40,Salary,138944.0,73,Sales,Male,Married,9.0,23.0,Mail Check,Yes
8251,39,1,No,$40.69 ,40,Salary,84635.2,81,Research,Male,Divorced,3.0,18.0,Direct Deposit,Yes
8252,43,8,Yes,$63.30 ,40,Salary,131664.0,86,Laboratory,Female,Divorced,5.0,9.0,Mail Check,Yes
8255,48,17,Yes,$46.75 ,40,Salary,97240.0,4,Information Technology,Male,Divorced,6.0,21.0,Mail Check,Yes
8260,38,10,Yes,$32.24 ,40,Salary,67059.2,29,Research,Male,Married,2.0,8.0,Direct Deposit,Yes
8262,49,10,Yes,$36.29 ,40,Salary,75483.2,87,Manufacturing,Male,Single,4.0,18.0,Direct Deposit,Yes
8264,51,10,Yes,$34.43 ,40,Salary,71614.4,13,Research,Female,Single,6.0,16.0,Mail Check,Yes
8267,40,1,No,$26.01 ,40,Salary,54100.8,70,Marketing,Male,Single,5.0,7.0,Mail Check,Yes
8268,47,5,No,$39.47 ,40,Salary,82097.6,21,Human Resources,Female,Married,9.0,13.0,Mail Check,Yes
8270,39,9,Yes,$37.63 ,40,Salary,78270.4,74,Healthcare,Female,Married,4.0,12.0,Mail Check,Yes
8271,38,6,Yes,$66.49 ,40,Salary,138299.2,98,Research,Female,Divorced,6.0,16.0,Mail Check,Yes
8273,46,20,No,$88.49 ,40,Salary,284059.2,71,Laboratory,Male,Divorced,7.0,22.0,Mail Check,Yes
8275,44,11,Yes,$59.94 ,40,Salary,124675.2,64,Marketing,Male,Married,2.0,19.0,Mail Check,Yes
8277,35,4,Yes,$24.33 ,40,Salary,50606.4,63,Human Resources,Male,Divorced,4.0,9.0,Mail Check,Yes
8279,44,17,Yes,$91.88 ,40,Salary,331110.4,28,Information Technology,Female,Divorced,2.0,13.0,Mail Check,Yes
8280,47,20,No,$31.41 ,40,Salary,65332.8,13,Research,Male,Single,1.0,19.0,Mail Check,Yes
8281,60,12,No,$70.78 ,40,Salary,147222.4,70,Laboratory,Female,Divorced,4.0,19.0,Mail Check,Yes
8286,34,8,No,$28.83 ,40,Salary,59966.4,5,Research,Female,Single,5.0,8.0,Mail Check,Yes
8292,58,15,Yes,$89.98 ,40,Salary,287158.4,61,Research,Female,Divorced,3.0,14.0,Mail Check,Yes
8293,38,2,No,$35.48 ,40,Salary,73798.4,21,Sales,Female,Single,1.0,24.0,Mail Check,Yes
8294,39,7,No,$78.08 ,40,Salary,162406.4,72,Research,Female,Divorced,7.0,10.0,Mail Check,Yes
8297,31,8,No,$25.04 ,40,Salary,52083.2,94,Marketing,Male,Single,3.0,17.0,Mail Check,Yes
8298,57,6,Yes,$48.75 ,40,Salary,101400.0,17,Human Resources,Female,Married,7.0,21.0,Direct Deposit,Yes
8299,54,7,No,$34.12 ,40,Salary,70969.6,38,Human Resources,Male,Married,7.0,13.0,Mail Check,Yes
8301,57,13,Yes,$46.90 ,40,Salary,97552.0,28,Sales,Male,Divorced,3.0,21.0,Mail Check,Yes
8302,42,9,No,$38.50 ,40,Salary,80080.0,8,Human Resources,Female,Married,5.0,11.0,Mail Check,Yes
8303,44,14,No,$31.95 ,40,Salary,66456.0,21,Research,Female,Single,6.0,5.0,Mail Check,Yes
8306,33,4,No,$26.25 ,40,Salary,54600.0,99,Manufacturing,Male,Divorced,5.0,12.0,Mail Check,Yes
8309,30,7,No,$26.45 ,40,Salary,55016.0,33,Manufacturing,Female,Single,1.0,10.0,Direct Deposit,Yes
8314,32,1,Yes,$30.02 ,40,Salary,62441.6,59,Information Technology,Female,Single,3.0,7.0,Direct Deposit,Yes
8316,61,17,No,$71.52 ,40,Salary,148761.6,51,Healthcare,Female,Married,3.0,22.0,Mail Check,Yes
8318,37,5,Yes,$27.15 ,40,Salary,56472.0,40,Marketing,Female,Divorced,4.0,25.0,Direct Deposit,Yes
8320,49,10,Yes,$32.53 ,40,Salary,67662.4,1,Manufacturing,Female,Divorced,8.0,19.0,Mail Check,Yes
8323,37,9,No,$26.20 ,40,Salary,54496.0,66,Information Technology,Male,Married,3.0,17.0,Mail Check,Yes
8325,52,5,No,$60.74 ,40,Salary,126339.2,78,Manufacturing,Male,Divorced,4.0,20.0,Mail Check,Yes
8326,56,11,Yes,$44.44 ,40,Salary,92435.2,1,Healthcare,Male,Married,3.0,23.0,Mail Check,Yes
8327,45,16,Yes,$31.28 ,40,Salary,65062.4,15,Marketing,Female,Married,2.0,17.0,Mail Check,Yes
8328,60,11,Yes,$37.13 ,40,Salary,77230.4,51,Information Technology,Female,Single,2.0,5.0,Mail Check,Yes
8329,41,3,No,$36.66 ,40,Salary,76252.8,8,Healthcare,Male,Married,6.0,23.0,Mail Check,Yes
8331,36,9,Yes,$59.33 ,40,Salary,123406.4,36,Information Technology,Female,Married,2.0,5.0,Mail Check,Yes
8333,57,16,Yes,$77.83 ,40,Salary,162886.4,30,Sales,Female,Married,9.0,18.0,Direct Deposit,Yes
8334,59,11,No,$63.44 ,40,Salary,133355.2,28,Healthcare,Female,Married,1.0,15.0,Mail Check,Yes
8335,31,5,Yes,$29.03 ,40,Salary,60382.4,67,Manufacturing,Female,Divorced,1.0,14.0,Direct Deposit,Yes
8337,51,6,No,$51.87 ,40,Salary,107889.6,30,Sales,Male,Divorced,9.0,15.0,Mail Check,Yes
8338,43,18,No,$64.13 ,40,Salary,133390.4,80,Sales,Female,Divorced,8.0,11.0,Direct Deposit,Yes
8339,61,11,Yes,$66.09 ,40,Salary,137467.2,49,Human Resources,Female,Divorced,9.0,10.0,Mail Check,Yes
8340,39,7,No,$69.15 ,40,Salary,143832.0,28,Sales,Male,Married,4.0,15.0,Mail Check,Yes
8342,52,7,No,$45.68 ,40,Salary,95014.4,5,Sales,Male,Married,3.0,16.0,Mail Check,Yes
8346,40,7,No,$26.81 ,40,Salary,55764.8,92,Marketing,Female,Single,9.0,22.0,Mail Check,Yes
8348,21,1,Yes,$20.26 ,40,Salary,42140.8,10,Healthcare,Female,Married,2.0,19.0,Mail Check,Yes
8352,43,17,Yes,$32.10 ,40,Salary,66768.0,14,Sales,Female,Married,6.0,16.0,Direct Deposit,Yes
8355,40,9,Yes,$48.00 ,40,Salary,99840.0,69,Healthcare,Female,Divorced,3.0,15.0,Mail Check,Yes
8360,24,1,Yes,$20.51 ,40,Salary,42660.8,47,Sales,Female,Single,2.0,19.0,Mail Check,Yes
8361,37,1,No,$30.35 ,40,Salary,63128.0,8,Sales,Female,Divorced,5.0,9.0,Mail Check,Yes
8363,50,8,No,$92.81 ,40,Salary,333044.8,45,Marketing,Male,Divorced,4.0,17.0,Mail Check,Yes
8364,31,2,No,$30.16 ,40,Salary,62732.8,13,Information Technology,Female,Single,2.0,17.0,Mail Check,Yes
8365,37,6,No,$85.12 ,40,Salary,177049.6,94,Human Resources,Male,Divorced,6.0,8.0,Direct Deposit,Yes
8366,51,16,Yes,$42.93 ,40,Salary,89294.4,73,Research,Female,Married,3.0,13.0,Direct Deposit,Yes
8367,36,10,No,$47.21 ,40,Salary,98336.8,9,Healthcare,Female,Divorced,4.0,21.0,Direct Deposit,Yes
8371,53,14,No,$95.03 ,40,Salary,337662.4,42,Research,Male,Divorced,5.0,5.0,Direct Deposit,Yes
8376,55,11,Yes,$33.12 ,40,Salary,39769.6,31,Research,Female,Single,4.0,5.0,Mail Check,Yes
8377,55,15,Yes,$94.28 ,40,Salary,336102.4,2,Laboratory,Female,Divorced,2.0,23.0,Mail Check,Yes
8378,56,14,Yes,$84.45 ,40,Salary,175656.0,79,Manufacturing,Female,Divorced,5.0,22.0,Mail Check,Yes
8381,43,6,Yes,$81.07 ,40,Salary,168625.6,76,Marketing,Female,Married,7.0,19.0,Direct Deposit,Yes
8382,37,9,Yes,$62.48 ,40,Salary,129958.4,31,Manufacturing,Male,Married,6.0,6.0,Direct Deposit,Yes
8385,53,17,Yes,$38.65 ,40,Salary,80392.0,66,Information Technology,Female,Single,8.0,5.0,Mail Check,Yes
8388,26,3,No,$20.60 ,40,Salary,42848.0,87,Healthcare,Female,Single,3.0,20.0,Mail Check,Yes
8390,54,6,Yes,$34.57 ,40,Salary,73305.6,87,Marketing,Male,Married,2.0,23.0,Mail Check,Yes
8391,39,5,No,$60.87 ,40,Salary,126609.6,39,Information Technology,Male,Divorced,8.0,10.0,Mail Check,Yes
8392,43,5,No,$52.73 ,40,Salary,109678.4,42,Manufacturing,Female,Married,1.0,7.0,Direct Deposit,Yes
8393,52,8,No,$91.21 ,40,Salary,289716.8,91,Sales,Female,Divorced,8.0,17.0,Mail Check,Yes
8394,40,1,Yes,$82.42 ,40,Salary,171433.6,42,Sales,Female,Divorced,5.0,23.0,Direct Deposit,Yes
8398,30,1,Yes,$26.41 ,40,Salary,54932.8,41,Healthcare,Female,Single,2.0,6.0,Direct Deposit,Yes
8401,23,1,Yes,$22.54 ,40,Salary,46883.2,48,Manufacturing,Male,Single,2.0,20.0,Mail Check,Yes
8403,45,20,Yes,$70.39 ,40,Salary,146411.2,33,Healthcare,Female,Married,9.0,21.0,Mail Check,Yes
8404,45,18,Yes,$85.52 ,40,Salary,177881.6,2,Marketing,Female,Divorced,1.0,20.0,Direct Deposit,Yes
8405,45,12,No,$32.35 ,40,Salary,67288.0,11,Marketing,Male,Single,8.0,11.0,Direct Deposit,Yes
8408,50,16,Yes,$59.17 ,40,Salary,123073.6,78,Laboratory,Male,Married,4.0,9.0,Mail Check,Yes
8409,54,10,Yes,$73.45 ,40,Salary,152776.0,21,Healthcare,Female,Married,7.0,19.0,Mail Check,Yes
8410,32,1,No,$25.11 ,40,Salary,52228.8,60,Manufacturing,Male,Single,2.0,21.0,Mail Check,Yes
8411,39,6,No,$30.55 ,40,Salary,63544.0,1,Research,Female,Single,5.0,24.0,Direct Deposit,Yes
8413,34,7,No,$25.10 ,40,Salary,52208.0,23,Laboratory,Female,Single,1.0,11.0,Mail Check,Yes
8415,60,20,Yes,$71.44 ,40,Salary,148595.2,83,Research,Male,Married,8.0,12.0,Mail Check,Yes
8416,60,12,No,$48.83 ,40,Salary,101566.4,2,Human Resources,Female,Divorced,4.0,21.0,Direct Deposit,Yes
8417,51,10,No,$70.81 ,40,Salary,147284.8,33,Manufacturing,Female,Divorced,4.0,15.0,Mail Check,Yes
8418,52,16,No,$64.54 ,40,Salary,134243.2,1,Research,Male,Divorced,1.0,8.0,Mail Check,Yes
8421,59,5,No,$34.63 ,40,Salary,72030.4,41,Marketing,Female,Married,9.0,17.0,Mail Check,Yes
8422,44,18,Yes,$44.60 ,40,Salary,92768.0,14,Sales,Female,Married,1.0,10.0,Mail Check,Yes
8423,36,2,No,$33.88 ,40,Salary,41350.4,41,Research,Female,Single,4.0,19.0,Mail Check,Yes
8425,53,5,No,$33.32 ,40,Salary,69305.6,92,Sales,Male,Divorced,8.0,5.0,Mail Check,Yes
8428,44,9,No,$62.77 ,40,Salary,130561.6,51,Marketing,Male,Married,6.0,13.0,Mail Check,Yes
8429,51,17,No,$95.26 ,40,Salary,338140.8,11,Healthcare,Female,Divorced,9.0,9.0,Mail Check,Yes
8433,38,2,Yes,$86.95 ,40,Salary,280856.0,50,Research,Prefer Not to Answer,Divorced,2.0,23.0,Mail Check,Yes
8434,44,19,Yes,$68.42 ,40,Salary,142313.6,9,Marketing,Female,Married,9.0,17.0,Mail Check,Yes
8435,45,20,Yes,$88.17 ,40,Salary,283393.6,70,Research,Female,Married,2.0,18.0,Mail Check,Yes
8439,55,17,No,$85.55 ,40,Salary,177944.0,59,Laboratory,Male,Divorced,4.0,21.0,Mail Check,Yes
8442,25,3,Yes,$21.42 ,40,Salary,44553.6,27,Healthcare,Female,Single,3.0,16.0,Mail Check,Yes
8446,58,12,No,$76.69 ,40,Salary,159515.2,7,Information Technology,Female,Married,6.0,19.0,Mail Check,Yes
8448,61,13,No,$31.56 ,40,Salary,65644.8,98,Laboratory,Male,Single,4.0,25.0,Mail Check,Yes
8449,34,1,No,$25.06 ,40,Salary,52124.8,28,Sales,Male,Single,1.0,9.0,Mail Check,Yes
8451,37,4,No,$32.20 ,40,Salary,66976.0,93,Manufacturing,Male,Single,4.0,20.0,Direct Deposit,Yes
8452,48,19,Yes,$75.28 ,40,Salary,156374.4,95,Healthcare,Male,Divorced,5.0,9.0,Mail Check,Yes
8455,58,20,Yes,$36.31 ,40,Salary,75524.8,1,Human Resources,Male,Single,4.0,6.0,Mail Check,Yes
8456,45,6,No,$31.90 ,40,Salary,66352.0,49,Laboratory,Female,Married,8.0,16.0,Mail Check,Yes
8460,24,1,No,$22.41 ,40,Salary,46612.8,10,Marketing,Female,Single,3.0,9.0,Direct Deposit,Yes
8462,42,6,No,$90.02 ,40,Salary,287241.6,11,Healthcare,Female,Married,4.0,23.0,Mail Check,Yes
8463,53,11,No,$83.66 ,40,Salary,174012.8,63,Sales,Female,Divorced,1.0,10.0,Mail Check,Yes
8464,30,3,Yes,$23.50 ,40,Salary,48880.0,42,Research,Female,Single,2.0,23.0,Mail Check,Yes
8465,41,1,Yes,$51.73 ,40,Salary,107598.4,87,Laboratory,Male,Divorced,9.0,8.0,Mail Check,Yes
8470,34,4,No,$26.10 ,40,Salary,54288.0,89,Healthcare,Female,Single,6.0,15.0,Mail Check,Yes
8471,28,2,Yes,$23.37 ,40,Salary,48609.6,76,Human Resources,Female,Single,1.0,5.0,Mail Check,Yes
8473,47,10,No,$76.26 ,40,Salary,158620.8,75,Research,Female,Divorced,1.0,16.0,Mail Check,Yes
8474,44,17,Yes,$59.78 ,40,Salary,124342.4,79,Information Technology,Female,Divorced,9.0,11.0,Mail Check,Yes
8479,60,12,Yes,$46.66 ,40,Salary,97052.8,79,Laboratory,Male,Married,8.0,17.0,Mail Check,Yes
8480,55,10,No,$68.34 ,40,Salary,142147.2,9,Marketing,Male,Married,1.0,17.0,Direct Deposit,Yes
